order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0061133-8028,CUST-190257-2767,PO-61133,2025-03-13 19:45:23,2025-03-18 19:45:23,2025-03-15 19:45:23,Delivered,536.11,39.71,0.00,Credit Card,UPS,1Z61133,Web,
ORD-0061134-6B4D,CUST-034835-F854,PO-61134,2024-08-22 11:14:47,2024-08-27 11:14:47,,Processing,1713.96,126.96,0.00,Credit Card,,,Web,
ORD-0061135-3ACE,CUST-217671-B37C,PO-61135,2025-09-23 10:52:31,2025-09-28 10:52:31,2025-09-25 10:52:31,Shipped,852.28,63.13,0.00,Credit Card,UPS,1Z61135,Web,
ORD-0061136-8EA2,CUST-467374-1B13,PO-61136,2024-11-04 15:03:12,2024-11-09 15:03:12,2024-11-06 15:03:12,Shipped,977.12,72.38,0.00,Credit Card,UPS,1Z61136,Web,
ORD-0061137-269C,CUST-279582-39C5,PO-61137,2024-07-30 05:51:10,2024-08-04 05:51:10,,Pending,518.15,38.38,0.00,Credit Card,,,Web,
ORD-0061138-37F5,CUST-492698-F9F7,PO-61138,2024-10-10 11:38:43,2024-10-15 11:38:43,,Pending,411.54,30.48,0.00,Credit Card,,,Web,
ORD-0061139-AD15,CUST-284622-8C68,PO-61139,2023-10-17 12:59:49,2023-10-22 12:59:49,,Processing,347.3,25.73,0.00,Credit Card,,,Web,
ORD-0061140-F4DE,CUST-119394-1010,PO-61140,2024-09-27 00:41:25,2024-10-02 00:41:25,,Processing,1976.57,146.41,0.00,Credit Card,,,Web,
ORD-0061141-902A,CUST-370608-09D0,PO-61141,2024-07-24 16:59:32,2024-07-29 16:59:32,,Processing,812.22,60.16,0.00,Credit Card,,,Web,
ORD-0061142-7BB7,CUST-019710-ACA4,PO-61142,2023-09-15 15:07:04,2023-09-20 15:07:04,2023-09-17 15:07:04,Delivered,1385.12,102.6,0.00,Credit Card,UPS,1Z61142,Web,
ORD-0061143-6F40,CUST-058498-1E85,PO-61143,2024-12-19 18:08:41,2024-12-24 18:08:41,,Processing,1689.69,125.16,0.00,Credit Card,,,Web,
ORD-0061144-D7C6,CUST-361505-FB2A,PO-61144,2023-07-06 09:05:18,2023-07-11 09:05:18,,Processing,1018.9,75.47,0.00,Credit Card,,,Web,
ORD-0061145-E939,CUST-261701-D9B4,PO-61145,2024-01-25 15:35:28,2024-01-30 15:35:28,2024-01-27 15:35:28,Shipped,784.08,58.08,0.00,Credit Card,UPS,1Z61145,Web,
ORD-0061146-A4CE,CUST-362972-27D5,PO-61146,2025-09-14 22:17:19,2025-09-19 22:17:19,2025-09-16 22:17:19,Delivered,381.65,28.27,0.00,Credit Card,UPS,1Z61146,Web,
ORD-0061147-CA1C,CUST-376934-1EE3,PO-61147,2025-03-23 10:34:59,2025-03-28 10:34:59,2025-03-25 10:34:59,Shipped,1192.83,88.36,0.00,Credit Card,UPS,1Z61147,Web,
ORD-0061148-5F89,CUST-263593-8B13,PO-61148,2024-05-24 06:43:00,2024-05-29 06:43:00,2024-05-26 06:43:00,Shipped,839.49,62.18,0.00,Credit Card,UPS,1Z61148,Web,
ORD-0061149-4FF5,CUST-282898-3053,PO-61149,2026-01-06 16:38:02,2026-01-11 16:38:02,,Processing,654.56,48.49,0.00,Credit Card,,,Web,
ORD-0061150-E94A,CUST-130472-D86F,PO-61150,2023-08-25 16:33:41,2023-08-30 16:33:41,,Processing,1283.58,95.08,0.00,Credit Card,,,Web,
ORD-0061151-AF26,CUST-459041-D78A,PO-61151,2025-02-20 22:37:34,2025-02-25 22:37:34,2025-02-22 22:37:34,Delivered,372.5,27.59,0.00,Credit Card,UPS,1Z61151,Web,
ORD-0061152-5A1D,CUST-402035-0A09,PO-61152,2026-01-09 17:17:00,2026-01-14 17:17:00,2026-01-11 17:17:00,Shipped,938.24,69.5,0.00,Credit Card,UPS,1Z61152,Web,
ORD-0061153-11E4,CUST-060591-0E14,PO-61153,2023-09-26 17:50:52,2023-10-01 17:50:52,,Processing,858.61,63.6,0.00,Credit Card,,,Web,
ORD-0061154-CDE1,CUST-393010-6561,PO-61154,2023-07-14 10:48:52,2023-07-19 10:48:52,,Processing,1160.07,85.93,0.00,Credit Card,,,Web,
ORD-0061155-6052,CUST-282145-0B1E,PO-61155,2025-02-22 09:22:12,2025-02-27 09:22:12,,Pending,579.73,42.94,0.00,Credit Card,,,Web,
ORD-0061156-39B7,CUST-292663-6AAA,PO-61156,2023-06-30 15:50:29,2023-07-05 15:50:29,,Processing,565.29,41.87,0.00,Credit Card,,,Web,
ORD-0061157-1E78,CUST-011694-9377,PO-61157,2024-12-21 07:24:47,2024-12-26 07:24:47,2024-12-23 07:24:47,Delivered,313.09,23.19,0.00,Credit Card,UPS,1Z61157,Web,
ORD-0061158-5BAA,CUST-104597-74E8,PO-61158,2023-09-15 11:01:22,2023-09-20 11:01:22,2023-09-17 11:01:22,Delivered,1061.87,78.66,0.00,Credit Card,UPS,1Z61158,Web,
ORD-0061159-467B,CUST-494319-CF79,PO-61159,2024-03-05 09:56:20,2024-03-10 09:56:20,2024-03-07 09:56:20,Delivered,1450.28,107.43,0.00,Credit Card,UPS,1Z61159,Web,
ORD-0061160-72B6,CUST-230072-872F,PO-61160,2026-01-08 04:07:19,2026-01-13 04:07:19,,Processing,852.82,63.17,0.00,Credit Card,,,Web,
ORD-0061161-4340,CUST-416165-9A4D,PO-61161,2025-08-26 19:09:22,2025-08-31 19:09:22,2025-08-28 19:09:22,Delivered,477.13,35.34,0.00,Credit Card,UPS,1Z61161,Web,
