order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0269982-27C2,CUST-405568-EEF8,PO-269982,2025-12-22 02:59:22,2025-12-27 02:59:22,,Processing,361.02,26.74,0.00,Credit Card,,,Web,
ORD-0269983-D9D9,CUST-077704-9E76,PO-269983,2024-02-25 19:38:49,2024-03-01 19:38:49,2024-02-27 19:38:49,Shipped,1499.93,111.11,0.00,Credit Card,UPS,1Z269983,Web,
ORD-0269984-4EF1,CUST-065080-C12E,PO-269984,2025-11-06 05:41:44,2025-11-11 05:41:44,2025-11-08 05:41:44,Delivered,163.61,12.12,0.00,Credit Card,UPS,1Z269984,Web,
ORD-0269985-EF32,CUST-123605-2BCB,PO-269985,2025-03-15 13:35:20,2025-03-20 13:35:20,2025-03-17 13:35:20,Shipped,103.67,7.68,0.00,Credit Card,UPS,1Z269985,Web,
ORD-0269986-B6B3,CUST-167939-3889,PO-269986,2024-08-25 13:55:50,2024-08-30 13:55:50,,Pending,242.52,17.96,0.00,Credit Card,,,Web,
ORD-0269987-4FE2,CUST-086727-6F25,PO-269987,2024-10-05 13:53:25,2024-10-10 13:53:25,2024-10-07 13:53:25,Shipped,558.21,41.35,0.00,Credit Card,UPS,1Z269987,Web,
ORD-0269988-52ED,CUST-343800-FD37,PO-269988,2024-06-16 15:54:05,2024-06-21 15:54:05,2024-06-18 15:54:05,Shipped,224.93,16.66,0.00,Credit Card,UPS,1Z269988,Web,
ORD-0269989-17CD,CUST-035756-FAEA,PO-269989,2023-11-19 05:10:20,2023-11-24 05:10:20,,Processing,610.06,45.19,0.00,Credit Card,,,Web,
ORD-0269990-794B,CUST-283046-E0AD,PO-269990,2023-10-24 14:00:32,2023-10-29 14:00:32,2023-10-26 14:00:32,Delivered,1750.85,129.69,0.00,Credit Card,UPS,1Z269990,Web,
ORD-0269991-3B9D,CUST-474299-C5D0,PO-269991,2024-07-11 10:58:21,2024-07-16 10:58:21,,Pending,573.29,42.47,0.00,Credit Card,,,Web,
ORD-0269992-440E,CUST-178651-3E1A,PO-269992,2025-07-05 08:12:47,2025-07-10 08:12:47,2025-07-07 08:12:47,Shipped,244.94,18.14,0.00,Credit Card,UPS,1Z269992,Web,
ORD-0269993-2269,CUST-100087-DB33,PO-269993,2023-10-01 02:15:34,2023-10-06 02:15:34,2023-10-03 02:15:34,Delivered,653.27,48.39,0.00,Credit Card,UPS,1Z269993,Web,
ORD-0269994-BDD3,CUST-354493-5A00,PO-269994,2024-10-02 05:45:09,2024-10-07 05:45:09,,Pending,1305.72,96.72,0.00,Credit Card,,,Web,
ORD-0269995-9176,CUST-048563-1ECC,PO-269995,2024-09-21 22:22:46,2024-09-26 22:22:46,,Processing,1419.17,105.12,0.00,Credit Card,,,Web,
ORD-0269996-6ABA,CUST-195416-E49B,PO-269996,2025-08-02 06:29:25,2025-08-07 06:29:25,,Processing,118.04,8.74,0.00,Credit Card,,,Web,
ORD-0269997-764D,CUST-091985-4EF0,PO-269997,2025-11-14 15:27:59,2025-11-19 15:27:59,2025-11-16 15:27:59,Delivered,818.26,60.61,0.00,Credit Card,UPS,1Z269997,Web,
ORD-0269998-E1BB,CUST-181237-6BE9,PO-269998,2026-05-13 04:37:09,2026-05-18 04:37:09,2026-05-15 04:37:09,Delivered,523.89,38.81,0.00,Credit Card,UPS,1Z269998,Web,
ORD-0269999-5E53,CUST-172801-7FA1,PO-269999,2025-09-10 00:49:12,2025-09-15 00:49:12,,Pending,1111.71,82.35,0.00,Credit Card,,,Web,
ORD-0270000-A60E,CUST-374447-0E94,PO-270000,2025-09-10 16:32:45,2025-09-15 16:32:45,,Processing,1107.04,82.0,0.00,Credit Card,,,Web,
ORD-0270001-71B4,CUST-383997-7F22,PO-270001,2025-10-11 04:49:09,2025-10-16 04:49:09,,Pending,126.66,9.38,0.00,Credit Card,,,Web,
ORD-0270002-5209,CUST-226455-FD5D,PO-270002,2025-10-13 04:47:07,2025-10-18 04:47:07,2025-10-15 04:47:07,Delivered,470.02,34.82,0.00,Credit Card,UPS,1Z270002,Web,
ORD-0270003-F723,CUST-173477-5F10,PO-270003,2025-01-14 01:07:09,2025-01-19 01:07:09,,Processing,794.22,58.83,0.00,Credit Card,,,Web,
ORD-0270004-A5CE,CUST-020948-D2F5,PO-270004,2026-05-21 21:03:43,2026-05-26 21:03:43,2026-05-23 21:03:43,Delivered,1209.86,89.62,0.00,Credit Card,UPS,1Z270004,Web,
ORD-0270005-9BFD,CUST-279749-CF51,PO-270005,2025-01-22 01:46:30,2025-01-27 01:46:30,,Processing,199.96,14.81,0.00,Credit Card,,,Web,
ORD-0270006-132A,CUST-386493-AA07,PO-270006,2025-06-14 15:45:12,2025-06-19 15:45:12,2025-06-16 15:45:12,Shipped,1087.88,80.58,0.00,Credit Card,UPS,1Z270006,Web,
ORD-0270007-346E,CUST-482798-19D6,PO-270007,2025-11-27 05:33:42,2025-12-02 05:33:42,,Pending,272.4,20.18,0.00,Credit Card,,,Web,
ORD-0270008-D9AE,CUST-388201-0420,PO-270008,2023-09-12 00:19:59,2023-09-17 00:19:59,2023-09-14 00:19:59,Shipped,593.94,44.0,0.00,Credit Card,UPS,1Z270008,Web,
ORD-0270009-C559,CUST-388463-F1ED,PO-270009,2023-10-02 07:01:54,2023-10-07 07:01:54,,Pending,318.9,23.62,0.00,Credit Card,,,Web,
ORD-0270010-9233,CUST-477802-649F,PO-270010,2025-03-03 14:37:19,2025-03-08 14:37:19,,Processing,1108.6,82.12,0.00,Credit Card,,,Web,
ORD-0270011-6890,CUST-047211-3A28,PO-270011,2024-02-10 19:16:24,2024-02-15 19:16:24,,Processing,1227.69,90.94,0.00,Credit Card,,,Web,
ORD-0270012-30EB,CUST-132757-7C08,PO-270012,2024-09-17 11:06:33,2024-09-22 11:06:33,2024-09-19 11:06:33,Shipped,699.42,51.81,0.00,Credit Card,UPS,1Z270012,Web,
ORD-0270013-01BC,CUST-121891-1D43,PO-270013,2026-02-17 13:59:55,2026-02-22 13:59:55,,Pending,830.22,61.5,0.00,Credit Card,,,Web,
ORD-0270014-46AB,CUST-057243-9881,PO-270014,2024-05-05 06:30:22,2024-05-10 06:30:22,2024-05-07 06:30:22,Shipped,362.44,26.85,0.00,Credit Card,UPS,1Z270014,Web,
ORD-0270015-311C,CUST-427236-3071,PO-270015,2025-05-29 23:08:18,2025-06-03 23:08:18,2025-05-31 23:08:18,Shipped,55.9,4.14,0.00,Credit Card,UPS,1Z270015,Web,
ORD-0270016-FD5F,CUST-010760-8E03,PO-270016,2026-04-28 18:58:10,2026-05-03 18:58:10,2026-04-30 18:58:10,Delivered,403.25,29.87,0.00,Credit Card,UPS,1Z270016,Web,
ORD-0270017-C124,CUST-160343-7185,PO-270017,2025-11-27 06:15:58,2025-12-02 06:15:58,2025-11-29 06:15:58,Delivered,308.46,22.85,0.00,Credit Card,UPS,1Z270017,Web,
ORD-0270018-BA94,CUST-019710-ACA4,PO-270018,2023-07-31 10:42:23,2023-08-05 10:42:23,2023-08-02 10:42:23,Shipped,689.09,51.04,0.00,Credit Card,UPS,1Z270018,Web,
ORD-0270019-664F,CUST-417762-5A95,PO-270019,2023-10-05 15:05:26,2023-10-10 15:05:26,2023-10-07 15:05:26,Delivered,42.44,3.14,0.00,Credit Card,UPS,1Z270019,Web,
ORD-0270020-624A,CUST-432670-3E6A,PO-270020,2025-09-13 12:55:58,2025-09-18 12:55:58,2025-09-15 12:55:58,Delivered,689.18,51.05,0.00,Credit Card,UPS,1Z270020,Web,
ORD-0270021-0276,CUST-090200-2AEF,PO-270021,2025-08-02 12:09:32,2025-08-07 12:09:32,,Pending,800.4,59.29,0.00,Credit Card,,,Web,
ORD-0270022-9F9E,CUST-337854-4F03,PO-270022,2023-10-21 04:56:16,2023-10-26 04:56:16,,Processing,1279.92,94.81,0.00,Credit Card,,,Web,
ORD-0270023-5BC6,CUST-011705-F438,PO-270023,2024-06-05 00:32:09,2024-06-10 00:32:09,2024-06-07 00:32:09,Delivered,565.44,41.88,0.00,Credit Card,UPS,1Z270023,Web,
ORD-0270024-2A9A,CUST-204718-0C03,PO-270024,2025-07-15 01:53:58,2025-07-20 01:53:58,,Processing,925.65,68.57,0.00,Credit Card,,,Web,
ORD-0270025-04F3,CUST-449628-A43C,PO-270025,2025-09-10 00:06:05,2025-09-15 00:06:05,2025-09-12 00:06:05,Delivered,1972.54,146.11,0.00,Credit Card,UPS,1Z270025,Web,
ORD-0270026-E441,CUST-256646-ED1B,PO-270026,2023-12-06 13:02:26,2023-12-11 13:02:26,2023-12-08 13:02:26,Shipped,463.09,34.3,0.00,Credit Card,UPS,1Z270026,Web,
ORD-0270027-AFB3,CUST-217722-D2FC,PO-270027,2023-10-11 23:19:14,2023-10-16 23:19:14,2023-10-13 23:19:14,Shipped,722.16,53.49,0.00,Credit Card,UPS,1Z270027,Web,
ORD-0270028-BC57,CUST-178754-2B58,PO-270028,2023-08-05 03:47:24,2023-08-10 03:47:24,2023-08-07 03:47:24,Delivered,2244.73,166.28,0.00,Credit Card,UPS,1Z270028,Web,
ORD-0270029-EA7C,CUST-074667-69E6,PO-270029,2024-02-09 18:53:42,2024-02-14 18:53:42,2024-02-11 18:53:42,Shipped,812.98,60.22,0.00,Credit Card,UPS,1Z270029,Web,
ORD-0270030-5A5E,CUST-039202-2836,PO-270030,2023-12-19 08:44:23,2023-12-24 08:44:23,2023-12-21 08:44:23,Shipped,420.75,31.17,0.00,Credit Card,UPS,1Z270030,Web,
ORD-0270031-290A,CUST-349547-E20E,PO-270031,2025-01-06 10:19:59,2025-01-11 10:19:59,,Processing,1351.86,100.14,0.00,Credit Card,,,Web,
ORD-0270032-1E86,CUST-045693-2C9D,PO-270032,2024-12-03 17:55:50,2024-12-08 17:55:50,,Pending,626.36,46.4,0.00,Credit Card,,,Web,
ORD-0270033-FD5A,CUST-184210-654D,PO-270033,2025-09-28 01:25:28,2025-10-03 01:25:28,,Pending,743.75,55.09,0.00,Credit Card,,,Web,
ORD-0270034-8653,CUST-024191-B483,PO-270034,2024-06-11 15:40:20,2024-06-16 15:40:20,2024-06-13 15:40:20,Shipped,323.61,23.97,0.00,Credit Card,UPS,1Z270034,Web,
ORD-0270035-3A1B,CUST-287509-2831,PO-270035,2025-01-05 18:51:07,2025-01-10 18:51:07,2025-01-07 18:51:07,Delivered,250.3,18.54,0.00,Credit Card,UPS,1Z270035,Web,
ORD-0270036-E364,CUST-450339-E1EF,PO-270036,2023-07-03 05:53:11,2023-07-08 05:53:11,,Pending,1639.83,121.47,0.00,Credit Card,,,Web,
ORD-0270037-515F,CUST-340737-F891,PO-270037,2026-04-03 19:05:39,2026-04-08 19:05:39,2026-04-05 19:05:39,Shipped,165.08,12.23,0.00,Credit Card,UPS,1Z270037,Web,
ORD-0270038-146C,CUST-279914-FF2D,PO-270038,2024-10-28 08:56:21,2024-11-02 08:56:21,,Processing,732.05,54.23,0.00,Credit Card,,,Web,
ORD-0270039-327F,CUST-002203-2D96,PO-270039,2025-11-07 13:48:44,2025-11-12 13:48:44,,Processing,85.71,6.35,0.00,Credit Card,,,Web,
ORD-0270040-A469,CUST-472369-0375,PO-270040,2026-03-29 15:23:50,2026-04-03 15:23:50,2026-03-31 15:23:50,Delivered,485.68,35.98,0.00,Credit Card,UPS,1Z270040,Web,
ORD-0270041-3521,CUST-142869-47D8,PO-270041,2023-09-11 16:37:19,2023-09-16 16:37:19,2023-09-13 16:37:19,Shipped,272.78,20.21,0.00,Credit Card,UPS,1Z270041,Web,
ORD-0270042-76AB,CUST-209739-5810,PO-270042,2026-03-07 12:59:39,2026-03-12 12:59:39,2026-03-09 12:59:39,Delivered,366.76,27.17,0.00,Credit Card,UPS,1Z270042,Web,
ORD-0270043-0349,CUST-378042-3B2C,PO-270043,2024-11-02 15:15:10,2024-11-07 15:15:10,,Processing,784.44,58.11,0.00,Credit Card,,,Web,
ORD-0270044-E97E,CUST-094937-B957,PO-270044,2024-08-27 17:40:48,2024-09-01 17:40:48,,Processing,203.93,15.11,0.00,Credit Card,,,Web,
ORD-0270045-A084,CUST-328898-A05D,PO-270045,2024-07-21 22:47:42,2024-07-26 22:47:42,,Processing,214.53,15.89,0.00,Credit Card,,,Web,
ORD-0270046-A4C7,CUST-269985-3881,PO-270046,2025-10-23 06:37:53,2025-10-28 06:37:53,2025-10-25 06:37:53,Delivered,585.03,43.34,0.00,Credit Card,UPS,1Z270046,Web,
ORD-0270047-C1B2,CUST-146975-586B,PO-270047,2023-11-15 10:57:44,2023-11-20 10:57:44,,Processing,916.42,67.88,0.00,Credit Card,,,Web,
ORD-0270048-7354,CUST-400240-38E2,PO-270048,2024-02-12 06:39:20,2024-02-17 06:39:20,,Processing,1220.0,90.37,0.00,Credit Card,,,Web,
ORD-0270049-BE14,CUST-015904-5982,PO-270049,2024-07-18 14:41:37,2024-07-23 14:41:37,,Processing,1035.31,76.69,0.00,Credit Card,,,Web,
ORD-0270050-4ACC,CUST-241284-EF44,PO-270050,2025-10-22 13:43:43,2025-10-27 13:43:43,,Processing,2128.33,157.65,0.00,Credit Card,,,Web,
ORD-0270051-747D,CUST-162419-ECA5,PO-270051,2024-05-07 15:40:19,2024-05-12 15:40:19,,Pending,1034.9,76.66,0.00,Credit Card,,,Web,
ORD-0270052-9B98,CUST-368937-F629,PO-270052,2025-08-31 22:35:47,2025-09-05 22:35:47,2025-09-02 22:35:47,Shipped,848.53,62.85,0.00,Credit Card,UPS,1Z270052,Web,
ORD-0270053-D88C,CUST-359107-73D5,PO-270053,2023-12-01 16:31:53,2023-12-06 16:31:53,,Pending,1096.28,81.21,0.00,Credit Card,,,Web,
ORD-0270054-C546,CUST-302121-BCD0,PO-270054,2026-05-30 19:32:36,2026-06-04 19:32:36,,Pending,187.73,13.91,0.00,Credit Card,,,Web,
ORD-0270055-DEEC,CUST-189258-D9A3,PO-270055,2025-03-19 11:18:16,2025-03-24 11:18:16,,Processing,684.81,50.73,0.00,Credit Card,,,Web,
ORD-0270056-73C7,CUST-253163-21E4,PO-270056,2024-10-21 19:45:37,2024-10-26 19:45:37,,Processing,228.57,16.93,0.00,Credit Card,,,Web,
ORD-0270057-6BC7,CUST-009197-A279,PO-270057,2024-11-24 21:02:23,2024-11-29 21:02:23,,Processing,205.73,15.24,0.00,Credit Card,,,Web,
ORD-0270058-01F3,CUST-089037-B04E,PO-270058,2024-04-11 08:57:56,2024-04-16 08:57:56,2024-04-13 08:57:56,Delivered,315.61,23.38,0.00,Credit Card,UPS,1Z270058,Web,
ORD-0270059-209E,CUST-149229-4746,PO-270059,2024-05-22 10:23:36,2024-05-27 10:23:36,2024-05-24 10:23:36,Shipped,703.38,52.1,0.00,Credit Card,UPS,1Z270059,Web,
ORD-0270060-B691,CUST-020843-1881,PO-270060,2024-12-06 10:40:18,2024-12-11 10:40:18,2024-12-08 10:40:18,Delivered,1019.61,75.53,0.00,Credit Card,UPS,1Z270060,Web,
ORD-0270061-25E7,CUST-074092-35C9,PO-270061,2024-07-09 15:00:51,2024-07-14 15:00:51,,Pending,861.62,63.82,0.00,Credit Card,,,Web,
ORD-0270062-59B0,CUST-270884-EC57,PO-270062,2025-06-20 11:39:39,2025-06-25 11:39:39,,Processing,1077.66,79.83,0.00,Credit Card,,,Web,
ORD-0270063-A9C3,CUST-089427-D210,PO-270063,2024-12-23 12:43:49,2024-12-28 12:43:49,2024-12-25 12:43:49,Delivered,1299.28,96.24,0.00,Credit Card,UPS,1Z270063,Web,
ORD-0270064-1A3E,CUST-070944-82A4,PO-270064,2026-04-01 17:35:02,2026-04-06 17:35:02,2026-04-03 17:35:02,Delivered,762.58,56.49,0.00,Credit Card,UPS,1Z270064,Web,
ORD-0270065-59C4,CUST-348527-30B5,PO-270065,2025-12-12 23:05:19,2025-12-17 23:05:19,,Pending,539.83,39.99,0.00,Credit Card,,,Web,
ORD-0270066-1633,CUST-129374-E9D1,PO-270066,2025-03-13 21:12:32,2025-03-18 21:12:32,2025-03-15 21:12:32,Delivered,897.39,66.47,0.00,Credit Card,UPS,1Z270066,Web,
ORD-0270067-39C7,CUST-473602-E7D4,PO-270067,2025-02-03 11:05:46,2025-02-08 11:05:46,,Pending,1668.37,123.58,0.00,Credit Card,,,Web,
ORD-0270068-A694,CUST-007064-76D7,PO-270068,2025-03-10 11:19:04,2025-03-15 11:19:04,2025-03-12 11:19:04,Delivered,106.82,7.91,0.00,Credit Card,UPS,1Z270068,Web,
ORD-0270069-99A1,CUST-305402-C000,PO-270069,2025-04-05 16:13:24,2025-04-10 16:13:24,2025-04-07 16:13:24,Delivered,1614.25,119.57,0.00,Credit Card,UPS,1Z270069,Web,
ORD-0270070-29D0,CUST-345762-7C9B,PO-270070,2023-11-01 03:33:05,2023-11-06 03:33:05,,Processing,373.68,27.68,0.00,Credit Card,,,Web,
ORD-0270071-3F91,CUST-254826-6B6E,PO-270071,2025-09-14 21:38:56,2025-09-19 21:38:56,2025-09-16 21:38:56,Shipped,1278.37,94.69,0.00,Credit Card,UPS,1Z270071,Web,
ORD-0270072-02E4,CUST-388393-8662,PO-270072,2024-06-13 16:54:20,2024-06-18 16:54:20,2024-06-15 16:54:20,Delivered,1505.81,111.54,0.00,Credit Card,UPS,1Z270072,Web,
ORD-0270073-FABB,CUST-355597-A184,PO-270073,2024-11-20 13:10:56,2024-11-25 13:10:56,,Processing,519.2,38.46,0.00,Credit Card,,,Web,
ORD-0270074-9A13,CUST-069700-30EE,PO-270074,2024-09-18 22:19:38,2024-09-23 22:19:38,2024-09-20 22:19:38,Delivered,1022.91,75.77,0.00,Credit Card,UPS,1Z270074,Web,
ORD-0270075-CCDC,CUST-366128-A961,PO-270075,2023-10-01 20:57:48,2023-10-06 20:57:48,,Pending,885.02,65.56,0.00,Credit Card,,,Web,
ORD-0270076-874D,CUST-180988-17A1,PO-270076,2024-05-26 20:41:19,2024-05-31 20:41:19,2024-05-28 20:41:19,Delivered,781.91,57.92,0.00,Credit Card,UPS,1Z270076,Web,
ORD-0270077-6AA0,CUST-020566-BED6,PO-270077,2023-09-20 16:57:12,2023-09-25 16:57:12,2023-09-22 16:57:12,Delivered,976.62,72.34,0.00,Credit Card,UPS,1Z270077,Web,
ORD-0270078-EC52,CUST-110221-2E7A,PO-270078,2024-05-08 21:20:50,2024-05-13 21:20:50,,Pending,1187.76,87.98,0.00,Credit Card,,,Web,
ORD-0270079-5132,CUST-210347-9BD3,PO-270079,2026-02-26 07:41:01,2026-03-03 07:41:01,2026-02-28 07:41:01,Delivered,435.07,32.23,0.00,Credit Card,UPS,1Z270079,Web,
ORD-0270080-682C,CUST-288633-B26B,PO-270080,2026-01-19 18:04:22,2026-01-24 18:04:22,2026-01-21 18:04:22,Shipped,256.26,18.98,0.00,Credit Card,UPS,1Z270080,Web,
ORD-0270081-A4BC,CUST-235074-0718,PO-270081,2023-12-24 16:26:08,2023-12-29 16:26:08,,Pending,880.8,65.24,0.00,Credit Card,,,Web,
ORD-0270082-E867,CUST-047550-88E7,PO-270082,2023-09-27 15:21:30,2023-10-02 15:21:30,2023-09-29 15:21:30,Delivered,230.48,17.07,0.00,Credit Card,UPS,1Z270082,Web,
ORD-0270083-7621,CUST-456096-D8CC,PO-270083,2024-06-12 21:39:58,2024-06-17 21:39:58,2024-06-14 21:39:58,Shipped,1308.02,96.89,0.00,Credit Card,UPS,1Z270083,Web,
ORD-0270084-76FC,CUST-455609-3404,PO-270084,2025-09-15 07:25:28,2025-09-20 07:25:28,2025-09-17 07:25:28,Shipped,618.96,45.85,0.00,Credit Card,UPS,1Z270084,Web,
ORD-0270085-7460,CUST-215490-F01F,PO-270085,2025-10-19 14:30:36,2025-10-24 14:30:36,,Pending,167.66,12.42,0.00,Credit Card,,,Web,
ORD-0270086-6466,CUST-274905-1999,PO-270086,2023-11-06 07:39:08,2023-11-11 07:39:08,,Processing,924.06,68.45,0.00,Credit Card,,,Web,
ORD-0270087-CF2E,CUST-412637-7D9A,PO-270087,2025-08-24 16:47:08,2025-08-29 16:47:08,2025-08-26 16:47:08,Shipped,666.9,49.4,0.00,Credit Card,UPS,1Z270087,Web,
ORD-0270088-DA59,CUST-195691-4329,PO-270088,2025-08-24 13:32:06,2025-08-29 13:32:06,,Processing,1309.76,97.02,0.00,Credit Card,,,Web,
ORD-0270089-11D6,CUST-335364-E143,PO-270089,2025-07-16 08:19:42,2025-07-21 08:19:42,,Processing,907.06,67.19,0.00,Credit Card,,,Web,
ORD-0270090-1555,CUST-237190-72BC,PO-270090,2023-08-11 06:47:06,2023-08-16 06:47:06,2023-08-13 06:47:06,Shipped,194.21,14.39,0.00,Credit Card,UPS,1Z270090,Web,
ORD-0270091-A132,CUST-452090-558C,PO-270091,2025-08-30 19:20:22,2025-09-04 19:20:22,2025-09-01 19:20:22,Shipped,384.37,28.47,0.00,Credit Card,UPS,1Z270091,Web,
ORD-0270092-2D10,CUST-043177-EC8C,PO-270092,2025-09-02 08:40:19,2025-09-07 08:40:19,,Pending,1577.02,116.82,0.00,Credit Card,,,Web,
ORD-0270093-CBF4,CUST-459742-B990,PO-270093,2024-05-20 15:47:30,2024-05-25 15:47:30,,Processing,684.84,50.73,0.00,Credit Card,,,Web,
ORD-0270094-F7E2,CUST-225452-39B1,PO-270094,2023-06-29 05:25:04,2023-07-04 05:25:04,2023-07-01 05:25:04,Delivered,208.29,15.43,0.00,Credit Card,UPS,1Z270094,Web,
