order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0530537-E8F0,CUST-097553-F878,PO-530537,2025-04-21 11:03:31,2025-04-26 11:03:31,2025-04-23 11:03:31,Shipped,1599.65,118.49,0.00,Credit Card,UPS,1Z530537,Web,
ORD-0530538-F56E,CUST-123313-C430,PO-530538,2025-11-06 05:51:41,2025-11-11 05:51:41,2025-11-08 05:51:41,Delivered,1901.82,140.88,0.00,Credit Card,UPS,1Z530538,Web,
ORD-0530539-53A1,CUST-076902-B2CC,PO-530539,2024-03-30 12:16:36,2024-04-04 12:16:36,,Pending,547.59,40.56,0.00,Credit Card,,,Web,
ORD-0530540-23A5,CUST-164315-C494,PO-530540,2024-08-30 21:31:04,2024-09-04 21:31:04,,Processing,242.31,17.95,0.00,Credit Card,,,Web,
ORD-0530541-B342,CUST-491258-156D,PO-530541,2024-08-06 18:12:20,2024-08-11 18:12:20,2024-08-08 18:12:20,Delivered,258.93,19.18,0.00,Credit Card,UPS,1Z530541,Web,
ORD-0530542-5505,CUST-447742-69BE,PO-530542,2023-10-13 03:39:07,2023-10-18 03:39:07,,Processing,277.7,20.57,0.00,Credit Card,,,Web,
ORD-0530543-3EE7,CUST-180402-DE6A,PO-530543,2023-10-09 17:52:56,2023-10-14 17:52:56,,Processing,1659.43,122.92,0.00,Credit Card,,,Web,
ORD-0530544-CF13,CUST-227866-A5B0,PO-530544,2024-10-13 05:56:32,2024-10-18 05:56:32,2024-10-15 05:56:32,Shipped,626.63,46.42,0.00,Credit Card,UPS,1Z530544,Web,
ORD-0530545-869C,CUST-014567-1589,PO-530545,2024-01-06 14:37:29,2024-01-11 14:37:29,2024-01-08 14:37:29,Shipped,1777.06,131.63,0.00,Credit Card,UPS,1Z530545,Web,
ORD-0530546-ABD0,CUST-058626-D457,PO-530546,2023-08-19 06:45:07,2023-08-24 06:45:07,,Pending,914.8,67.76,0.00,Credit Card,,,Web,
ORD-0530547-3999,CUST-112002-9884,PO-530547,2026-03-15 03:21:41,2026-03-20 03:21:41,,Pending,485.78,35.98,0.00,Credit Card,,,Web,
ORD-0530548-AF71,CUST-143849-6ACA,PO-530548,2024-04-23 04:20:47,2024-04-28 04:20:47,2024-04-25 04:20:47,Delivered,682.95,50.59,0.00,Credit Card,UPS,1Z530548,Web,
ORD-0530549-FAD0,CUST-062275-960E,PO-530549,2024-08-17 02:43:05,2024-08-22 02:43:05,,Pending,598.27,44.32,0.00,Credit Card,,,Web,
ORD-0530550-7C89,CUST-411554-FE5D,PO-530550,2023-08-20 16:07:54,2023-08-25 16:07:54,2023-08-22 16:07:54,Shipped,397.61,29.45,0.00,Credit Card,UPS,1Z530550,Web,
ORD-0530551-D904,CUST-381621-8F40,PO-530551,2024-02-09 19:15:47,2024-02-14 19:15:47,2024-02-11 19:15:47,Shipped,1893.01,140.22,0.00,Credit Card,UPS,1Z530551,Web,
ORD-0530552-34B4,CUST-430007-B1DE,PO-530552,2024-02-27 22:13:25,2024-03-03 22:13:25,2024-02-29 22:13:25,Shipped,1098.74,81.39,0.00,Credit Card,UPS,1Z530552,Web,
ORD-0530553-32BD,CUST-417056-6214,PO-530553,2024-11-20 23:38:57,2024-11-25 23:38:57,2024-11-22 23:38:57,Shipped,198.63,14.71,0.00,Credit Card,UPS,1Z530553,Web,
ORD-0530554-A77D,CUST-263828-30DF,PO-530554,2026-02-17 01:04:43,2026-02-22 01:04:43,2026-02-19 01:04:43,Delivered,1234.99,91.48,0.00,Credit Card,UPS,1Z530554,Web,
ORD-0530555-F58F,CUST-304428-0EEC,PO-530555,2025-09-30 08:01:35,2025-10-05 08:01:35,,Processing,1020.34,75.58,0.00,Credit Card,,,Web,
ORD-0530556-557B,CUST-470656-A706,PO-530556,2025-05-11 01:21:49,2025-05-16 01:21:49,,Pending,345.66,25.6,0.00,Credit Card,,,Web,
ORD-0530557-3A7B,CUST-357405-553B,PO-530557,2025-03-26 19:01:24,2025-03-31 19:01:24,2025-03-28 19:01:24,Delivered,304.64,22.57,0.00,Credit Card,UPS,1Z530557,Web,
ORD-0530558-0EE3,CUST-452583-8873,PO-530558,2024-02-28 15:58:53,2024-03-04 15:58:53,,Processing,726.57,53.82,0.00,Credit Card,,,Web,
ORD-0530559-0C76,CUST-308218-218F,PO-530559,2023-08-16 10:45:37,2023-08-21 10:45:37,2023-08-18 10:45:37,Delivered,689.39,51.07,0.00,Credit Card,UPS,1Z530559,Web,
ORD-0530560-C4E3,CUST-234711-11B2,PO-530560,2024-12-21 14:22:53,2024-12-26 14:22:53,2024-12-23 14:22:53,Shipped,364.22,26.98,0.00,Credit Card,UPS,1Z530560,Web,
ORD-0530561-6555,CUST-453061-503F,PO-530561,2024-08-13 19:47:28,2024-08-18 19:47:28,,Pending,829.65,61.46,0.00,Credit Card,,,Web,
