order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0703076-8DF2,CUST-061410-1E24,PO-703076,2025-04-11 21:34:28,2025-04-16 21:34:28,,Pending,579.43,42.92,0.00,Credit Card,,,Web,
ORD-0703077-D150,CUST-006906-2172,PO-703077,2025-07-06 21:11:01,2025-07-11 21:11:01,,Pending,354.88,26.29,0.00,Credit Card,,,Web,
ORD-0703078-659B,CUST-401918-2DE8,PO-703078,2023-11-28 01:56:31,2023-12-03 01:56:31,2023-11-30 01:56:31,Shipped,499.41,36.99,0.00,Credit Card,UPS,1Z703078,Web,
ORD-0703079-D376,CUST-432188-8DE5,PO-703079,2026-02-08 10:00:35,2026-02-13 10:00:35,,Processing,41.93,3.11,0.00,Credit Card,,,Web,
ORD-0703080-59A8,CUST-212521-F0B9,PO-703080,2025-12-09 20:53:04,2025-12-14 20:53:04,2025-12-11 20:53:04,Shipped,792.91,58.73,0.00,Credit Card,UPS,1Z703080,Web,
ORD-0703081-F57D,CUST-315047-3787,PO-703081,2023-08-13 00:56:46,2023-08-18 00:56:46,2023-08-15 00:56:46,Delivered,535.64,39.68,0.00,Credit Card,UPS,1Z703081,Web,
ORD-0703082-88B3,CUST-041868-7247,PO-703082,2025-06-04 09:32:35,2025-06-09 09:32:35,,Processing,504.31,37.36,0.00,Credit Card,,,Web,
ORD-0703083-D4BD,CUST-355246-CE24,PO-703083,2026-06-09 09:22:59,2026-06-14 09:22:59,,Pending,2067.53,153.15,0.00,Credit Card,,,Web,
ORD-0703084-F209,CUST-299118-1E25,PO-703084,2024-04-26 15:16:20,2024-05-01 15:16:20,2024-04-28 15:16:20,Shipped,1611.92,119.4,0.00,Credit Card,UPS,1Z703084,Web,
ORD-0703085-974B,CUST-057150-7128,PO-703085,2025-03-25 04:29:07,2025-03-30 04:29:07,,Processing,933.02,69.11,0.00,Credit Card,,,Web,
ORD-0703086-5F3D,CUST-021099-676E,PO-703086,2025-03-21 03:56:23,2025-03-26 03:56:23,,Pending,310.09,22.97,0.00,Credit Card,,,Web,
ORD-0703087-8005,CUST-000214-CA46,PO-703087,2025-06-19 17:02:24,2025-06-24 17:02:24,,Pending,331.84,24.58,0.00,Credit Card,,,Web,
ORD-0703088-2318,CUST-007215-B174,PO-703088,2025-11-21 17:25:22,2025-11-26 17:25:22,,Processing,567.32,42.02,0.00,Credit Card,,,Web,
ORD-0703089-1574,CUST-393075-E21D,PO-703089,2025-05-25 15:22:08,2025-05-30 15:22:08,2025-05-27 15:22:08,Delivered,874.58,64.78,0.00,Credit Card,UPS,1Z703089,Web,
