order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0122476-B7E5,CUST-067379-C7DB,PO-122476,2025-04-18 08:09:12,2025-04-23 08:09:12,,Processing,887.19,65.72,0.00,Credit Card,,,Web,
ORD-0122477-3FC9,CUST-288230-4AF3,PO-122477,2026-01-19 01:50:53,2026-01-24 01:50:53,,Processing,566.21,41.94,0.00,Credit Card,,,Web,
ORD-0122478-F1D2,CUST-449419-C01D,PO-122478,2024-10-24 04:53:41,2024-10-29 04:53:41,2024-10-26 04:53:41,Delivered,260.49,19.3,0.00,Credit Card,UPS,1Z122478,Web,
ORD-0122479-9451,CUST-016029-1671,PO-122479,2023-09-22 05:29:21,2023-09-27 05:29:21,2023-09-24 05:29:21,Shipped,260.25,19.28,0.00,Credit Card,UPS,1Z122479,Web,
ORD-0122480-9B7B,CUST-033696-9BBC,PO-122480,2024-09-02 09:39:58,2024-09-07 09:39:58,,Pending,807.55,59.82,0.00,Credit Card,,,Web,
ORD-0122481-99AA,CUST-360175-8E9B,PO-122481,2026-02-15 20:00:29,2026-02-20 20:00:29,,Pending,422.71,31.31,0.00,Credit Card,,,Web,
ORD-0122482-5773,CUST-273055-C139,PO-122482,2023-08-25 14:04:04,2023-08-30 14:04:04,2023-08-27 14:04:04,Delivered,1155.9,85.62,0.00,Credit Card,UPS,1Z122482,Web,
ORD-0122483-2F3B,CUST-181781-4AEC,PO-122483,2025-09-07 19:12:28,2025-09-12 19:12:28,2025-09-09 19:12:28,Delivered,836.22,61.94,0.00,Credit Card,UPS,1Z122483,Web,
ORD-0122484-6114,CUST-102821-9AF8,PO-122484,2024-11-29 10:36:13,2024-12-04 10:36:13,2024-12-01 10:36:13,Delivered,219.46,16.26,0.00,Credit Card,UPS,1Z122484,Web,
ORD-0122485-4FBF,CUST-108610-BFAC,PO-122485,2025-03-06 15:02:43,2025-03-11 15:02:43,2025-03-08 15:02:43,Delivered,484.55,35.89,0.00,Credit Card,UPS,1Z122485,Web,
ORD-0122486-BFDD,CUST-015493-8400,PO-122486,2023-08-12 15:00:13,2023-08-17 15:00:13,2023-08-14 15:00:13,Delivered,237.75,17.61,0.00,Credit Card,UPS,1Z122486,Web,
ORD-0122487-D0CE,CUST-166993-05EF,PO-122487,2025-01-26 22:10:00,2025-01-31 22:10:00,2025-01-28 22:10:00,Delivered,1595.65,118.2,0.00,Credit Card,UPS,1Z122487,Web,
ORD-0122488-F9FE,CUST-443411-779D,PO-122488,2025-04-17 05:07:14,2025-04-22 05:07:14,2025-04-19 05:07:14,Delivered,452.63,33.53,0.00,Credit Card,UPS,1Z122488,Web,
ORD-0122489-F63D,CUST-386879-A1C4,PO-122489,2025-04-09 13:56:20,2025-04-14 13:56:20,,Processing,226.22,16.76,0.00,Credit Card,,,Web,
ORD-0122490-664F,CUST-254706-2608,PO-122490,2024-09-07 08:31:35,2024-09-12 08:31:35,,Pending,672.29,49.8,0.00,Credit Card,,,Web,
ORD-0122491-B67B,CUST-370385-4F1D,PO-122491,2024-01-11 14:07:58,2024-01-16 14:07:58,2024-01-13 14:07:58,Shipped,579.67,42.94,0.00,Credit Card,UPS,1Z122491,Web,
ORD-0122492-F006,CUST-069976-9B23,PO-122492,2025-07-30 15:23:17,2025-08-04 15:23:17,,Pending,831.43,61.59,0.00,Credit Card,,,Web,
ORD-0122493-1A74,CUST-358093-75A5,PO-122493,2025-01-10 09:40:35,2025-01-15 09:40:35,2025-01-12 09:40:35,Delivered,103.9,7.7,0.00,Credit Card,UPS,1Z122493,Web,
