order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0992749-0D15,CUST-102647-400C,PO-992749,2024-12-25 13:18:01,2024-12-30 13:18:01,,Processing,90.63,6.71,0.00,Credit Card,,,Web,
ORD-0992750-A545,CUST-269402-3267,PO-992750,2025-06-07 17:37:21,2025-06-12 17:37:21,2025-06-09 17:37:21,Shipped,1113.72,82.5,0.00,Credit Card,UPS,1Z992750,Web,
ORD-0992751-8D80,CUST-085049-91CA,PO-992751,2023-09-11 07:42:27,2023-09-16 07:42:27,,Processing,1072.21,79.42,0.00,Credit Card,,,Web,
ORD-0992752-0AFB,CUST-005546-2464,PO-992752,2025-04-08 09:21:40,2025-04-13 09:21:40,,Pending,452.28,33.5,0.00,Credit Card,,,Web,
ORD-0992753-8AD3,CUST-221599-C564,PO-992753,2026-01-01 06:21:39,2026-01-06 06:21:39,,Processing,1864.65,138.12,0.00,Credit Card,,,Web,
ORD-0992754-2F10,CUST-360186-1AAA,PO-992754,2023-11-07 00:13:06,2023-11-12 00:13:06,,Processing,439.87,32.58,0.00,Credit Card,,,Web,
ORD-0992755-0BE6,CUST-023673-52F0,PO-992755,2026-04-16 22:26:28,2026-04-21 22:26:28,2026-04-18 22:26:28,Shipped,746.55,55.3,0.00,Credit Card,UPS,1Z992755,Web,
ORD-0992756-3C80,CUST-258405-8D27,PO-992756,2024-01-08 16:18:05,2024-01-13 16:18:05,,Processing,515.57,38.19,0.00,Credit Card,,,Web,
ORD-0992757-B9C7,CUST-282596-1884,PO-992757,2024-01-11 22:50:04,2024-01-16 22:50:04,2024-01-13 22:50:04,Delivered,981.5,72.7,0.00,Credit Card,UPS,1Z992757,Web,
ORD-0992758-BB58,CUST-317573-B06D,PO-992758,2026-04-12 18:46:35,2026-04-17 18:46:35,,Processing,99.25,7.35,0.00,Credit Card,,,Web,
ORD-0992759-B842,CUST-226256-DC81,PO-992759,2025-07-12 16:11:26,2025-07-17 16:11:26,,Processing,370.55,27.45,0.00,Credit Card,,,Web,
ORD-0992760-C719,CUST-449210-5CAC,PO-992760,2026-02-25 20:33:09,2026-03-02 20:33:09,2026-02-27 20:33:09,Shipped,739.94,54.81,0.00,Credit Card,UPS,1Z992760,Web,
ORD-0992761-E0D7,CUST-329256-CB86,PO-992761,2026-01-28 20:12:02,2026-02-02 20:12:02,2026-01-30 20:12:02,Delivered,257.66,19.09,0.00,Credit Card,UPS,1Z992761,Web,
ORD-0992762-A9F0,CUST-074565-D773,PO-992762,2025-01-08 14:34:37,2025-01-13 14:34:37,,Pending,1786.76,132.35,0.00,Credit Card,,,Web,
ORD-0992763-6CBC,CUST-451514-DD29,PO-992763,2025-11-07 11:14:29,2025-11-12 11:14:29,,Processing,1149.57,85.15,0.00,Credit Card,,,Web,
ORD-0992764-3FA8,CUST-459211-417D,PO-992764,2025-03-12 03:23:12,2025-03-17 03:23:12,,Pending,285.64,21.16,0.00,Credit Card,,,Web,
ORD-0992765-8508,CUST-326280-E6D7,PO-992765,2023-11-17 00:47:14,2023-11-22 00:47:14,,Pending,307.25,22.76,0.00,Credit Card,,,Web,
ORD-0992766-0034,CUST-399811-6BE1,PO-992766,2025-11-29 05:01:03,2025-12-04 05:01:03,2025-12-01 05:01:03,Delivered,1927.47,142.78,0.00,Credit Card,UPS,1Z992766,Web,
ORD-0992767-B417,CUST-111455-0258,PO-992767,2024-06-21 10:56:21,2024-06-26 10:56:21,,Pending,711.94,52.74,0.00,Credit Card,,,Web,
ORD-0992768-B928,CUST-068635-53CD,PO-992768,2024-07-16 23:50:53,2024-07-21 23:50:53,,Pending,944.18,69.94,0.00,Credit Card,,,Web,
ORD-0992769-CCBC,CUST-491684-840D,PO-992769,2025-07-11 12:05:33,2025-07-16 12:05:33,2025-07-13 12:05:33,Shipped,790.74,58.57,0.00,Credit Card,UPS,1Z992769,Web,
ORD-0992770-3241,CUST-321874-F241,PO-992770,2025-10-23 04:41:54,2025-10-28 04:41:54,,Pending,134.31,9.95,0.00,Credit Card,,,Web,
ORD-0992771-2A3E,CUST-369198-75D7,PO-992771,2023-07-15 09:16:33,2023-07-20 09:16:33,,Pending,1486.92,110.14,0.00,Credit Card,,,Web,
ORD-0992772-2E3E,CUST-080071-F47B,PO-992772,2024-06-10 23:28:35,2024-06-15 23:28:35,,Processing,1335.78,98.95,0.00,Credit Card,,,Web,
ORD-0992773-61AC,CUST-364097-1C69,PO-992773,2023-10-09 22:35:43,2023-10-14 22:35:43,,Processing,230.06,17.04,0.00,Credit Card,,,Web,
ORD-0992774-90EB,CUST-321614-51C8,PO-992774,2023-07-28 23:49:04,2023-08-02 23:49:04,2023-07-30 23:49:04,Shipped,1121.63,83.08,0.00,Credit Card,UPS,1Z992774,Web,
ORD-0992775-1429,CUST-103093-3FCB,PO-992775,2023-10-21 03:09:26,2023-10-26 03:09:26,2023-10-23 03:09:26,Delivered,502.04,37.19,0.00,Credit Card,UPS,1Z992775,Web,
ORD-0992776-4453,CUST-008955-1C82,PO-992776,2024-10-14 11:08:57,2024-10-19 11:08:57,,Processing,810.95,60.07,0.00,Credit Card,,,Web,
ORD-0992777-591D,CUST-002119-1B52,PO-992777,2026-05-02 15:05:47,2026-05-07 15:05:47,,Processing,522.53,38.71,0.00,Credit Card,,,Web,
ORD-0992778-920E,CUST-231701-F48E,PO-992778,2023-10-14 01:29:54,2023-10-19 01:29:54,,Processing,665.58,49.3,0.00,Credit Card,,,Web,
