order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0644608-0501,CUST-069995-0434,PO-644608,2025-11-23 05:30:39,2025-11-28 05:30:39,,Processing,403.15,29.86,0.00,Credit Card,,,Web,
ORD-0644609-17A9,CUST-369561-6832,PO-644609,2024-08-20 15:28:16,2024-08-25 15:28:16,2024-08-22 15:28:16,Shipped,1403.77,103.98,0.00,Credit Card,UPS,1Z644609,Web,
ORD-0644610-CA2F,CUST-016112-0A09,PO-644610,2023-08-11 19:57:03,2023-08-16 19:57:03,2023-08-13 19:57:03,Shipped,536.0,39.7,0.00,Credit Card,UPS,1Z644610,Web,
ORD-0644611-98DB,CUST-084867-3975,PO-644611,2025-07-04 16:12:19,2025-07-09 16:12:19,,Pending,1046.91,77.55,0.00,Credit Card,,,Web,
ORD-0644612-7556,CUST-490311-A8E3,PO-644612,2024-01-30 05:47:19,2024-02-04 05:47:19,,Processing,1574.91,116.66,0.00,Credit Card,,,Web,
ORD-0644613-A9F8,CUST-474398-16E2,PO-644613,2023-12-17 07:13:50,2023-12-22 07:13:50,2023-12-19 07:13:50,Delivered,760.48,56.33,0.00,Credit Card,UPS,1Z644613,Web,
ORD-0644614-A2CF,CUST-450701-B81C,PO-644614,2023-08-27 00:36:59,2023-09-01 00:36:59,2023-08-29 00:36:59,Shipped,831.54,61.6,0.00,Credit Card,UPS,1Z644614,Web,
ORD-0644615-1679,CUST-361391-75EB,PO-644615,2024-11-08 17:52:57,2024-11-13 17:52:57,2024-11-10 17:52:57,Shipped,1190.79,88.21,0.00,Credit Card,UPS,1Z644615,Web,
ORD-0644616-99C7,CUST-304815-F25A,PO-644616,2026-04-18 10:42:35,2026-04-23 10:42:35,,Processing,256.09,18.97,0.00,Credit Card,,,Web,
ORD-0644617-3583,CUST-146688-2557,PO-644617,2026-04-17 14:49:16,2026-04-22 14:49:16,2026-04-19 14:49:16,Delivered,816.27,60.46,0.00,Credit Card,UPS,1Z644617,Web,
ORD-0644618-4F65,CUST-400773-AEB6,PO-644618,2025-08-09 03:10:44,2025-08-14 03:10:44,,Processing,520.04,38.52,0.00,Credit Card,,,Web,
ORD-0644619-E3D3,CUST-229369-F3A9,PO-644619,2026-03-27 10:33:57,2026-04-01 10:33:57,2026-03-29 10:33:57,Shipped,403.02,29.85,0.00,Credit Card,UPS,1Z644619,Web,
ORD-0644620-0E78,CUST-486681-B321,PO-644620,2026-01-31 19:31:57,2026-02-05 19:31:57,,Processing,1312.75,97.24,0.00,Credit Card,,,Web,
ORD-0644621-8768,CUST-435869-9869,PO-644621,2025-12-07 18:03:21,2025-12-12 18:03:21,,Pending,791.47,58.63,0.00,Credit Card,,,Web,
ORD-0644622-6938,CUST-329129-0B23,PO-644622,2025-10-17 02:43:24,2025-10-22 02:43:24,2025-10-19 02:43:24,Delivered,189.19,14.01,0.00,Credit Card,UPS,1Z644622,Web,
ORD-0644623-DB0B,CUST-305119-8177,PO-644623,2025-09-24 01:17:35,2025-09-29 01:17:35,2025-09-26 01:17:35,Delivered,1196.36,88.62,0.00,Credit Card,UPS,1Z644623,Web,
