order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0000001-A256,CUST-142969-D634,PO-1,2023-07-28 10:38:33,2023-08-02 10:38:33,,Pending,860.93,63.77,0.00,Credit Card,,,Web,
ORD-0000002-5855,CUST-263951-5A14,PO-2,2026-05-06 01:23:04,2026-05-11 01:23:04,2026-05-08 01:23:04,Delivered,334.0,24.74,0.00,Credit Card,UPS,1Z2,Web,
ORD-0000003-3AAA,CUST-079962-8CA8,PO-3,2024-04-18 05:09:12,2024-04-23 05:09:12,,Processing,1145.59,84.86,0.00,Credit Card,,,Web,
ORD-0000004-ACE5,CUST-086310-5D4D,PO-4,2024-06-25 04:04:22,2024-06-30 04:04:22,2024-06-27 04:04:22,Shipped,926.09,68.6,0.00,Credit Card,UPS,1Z4,Web,
ORD-0000005-155D,CUST-101302-1014,PO-5,2025-04-04 00:59:36,2025-04-09 00:59:36,,Processing,612.85,45.4,0.00,Credit Card,,,Web,
ORD-0000006-2BB4,CUST-147018-0A11,PO-6,2025-10-21 15:15:31,2025-10-26 15:15:31,2025-10-23 15:15:31,Shipped,831.09,61.56,0.00,Credit Card,UPS,1Z6,Web,
ORD-0000007-7587,CUST-059012-AAC3,PO-7,2024-02-07 08:59:25,2024-02-12 08:59:25,2024-02-09 08:59:25,Delivered,748.8,55.47,0.00,Credit Card,UPS,1Z7,Web,
ORD-0000008-1B9B,CUST-494900-6C08,PO-8,2024-09-29 06:06:26,2024-10-04 06:06:26,2024-10-01 06:06:26,Shipped,61.91,4.59,0.00,Credit Card,UPS,1Z8,Web,
ORD-0000009-A899,CUST-387546-931A,PO-9,2026-06-09 14:51:50,2026-06-14 14:51:50,,Pending,415.76,30.8,0.00,Credit Card,,,Web,
ORD-0000010-C28C,CUST-236176-82D6,PO-10,2024-07-29 07:36:15,2024-08-03 07:36:15,,Processing,80.69,5.98,0.00,Credit Card,,,Web,
ORD-0000011-E673,CUST-357014-EF45,PO-11,2024-03-24 22:14:31,2024-03-29 22:14:31,2024-03-26 22:14:31,Shipped,452.54,33.52,0.00,Credit Card,UPS,1Z11,Web,
