order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0449973-19A3,CUST-471290-84DF,PO-449973,2026-06-21 22:16:43,2026-06-26 22:16:43,,Processing,59.83,4.43,0.00,Credit Card,,,Web,
ORD-0449974-FF45,CUST-475396-CA29,PO-449974,2024-05-23 14:26:35,2024-05-28 14:26:35,,Pending,316.69,23.46,0.00,Credit Card,,,Web,
ORD-0449975-D063,CUST-307496-54AE,PO-449975,2024-08-29 05:30:34,2024-09-03 05:30:34,2024-08-31 05:30:34,Shipped,1093.02,80.96,0.00,Credit Card,UPS,1Z449975,Web,
ORD-0449976-E3EE,CUST-322912-9966,PO-449976,2023-10-10 13:39:26,2023-10-15 13:39:26,2023-10-12 13:39:26,Delivered,1081.21,80.09,0.00,Credit Card,UPS,1Z449976,Web,
ORD-0449977-8E2D,CUST-021166-5B4D,PO-449977,2023-09-24 07:05:53,2023-09-29 07:05:53,2023-09-26 07:05:53,Delivered,572.86,42.43,0.00,Credit Card,UPS,1Z449977,Web,
ORD-0449978-65A1,CUST-237533-ADCE,PO-449978,2024-03-25 14:37:07,2024-03-30 14:37:07,,Pending,262.89,19.47,0.00,Credit Card,,,Web,
ORD-0449979-7EE6,CUST-289081-2904,PO-449979,2024-09-07 22:59:24,2024-09-12 22:59:24,,Pending,81.55,6.04,0.00,Credit Card,,,Web,
ORD-0449980-79D5,CUST-311305-B57D,PO-449980,2026-04-14 08:21:14,2026-04-19 08:21:14,,Pending,1496.42,110.85,0.00,Credit Card,,,Web,
ORD-0449981-168D,CUST-251703-C78B,PO-449981,2023-09-21 06:19:04,2023-09-26 06:19:04,2023-09-23 06:19:04,Delivered,1304.49,96.63,0.00,Credit Card,UPS,1Z449981,Web,
ORD-0449982-526A,CUST-405838-2892,PO-449982,2024-09-12 00:53:04,2024-09-17 00:53:04,,Pending,1075.43,79.66,0.00,Credit Card,,,Web,
ORD-0449983-8B3E,CUST-178625-4600,PO-449983,2025-07-12 03:44:36,2025-07-17 03:44:36,2025-07-14 03:44:36,Delivered,46.44,3.44,0.00,Credit Card,UPS,1Z449983,Web,
ORD-0449984-9C7E,CUST-473624-3051,PO-449984,2023-12-12 22:39:46,2023-12-17 22:39:46,,Pending,96.01,7.11,0.00,Credit Card,,,Web,
ORD-0449985-A6B8,CUST-059844-AB55,PO-449985,2024-11-12 23:57:08,2024-11-17 23:57:08,2024-11-14 23:57:08,Shipped,860.18,63.72,0.00,Credit Card,UPS,1Z449985,Web,
ORD-0449986-7C57,CUST-156798-BE8D,PO-449986,2024-03-19 12:27:08,2024-03-24 12:27:08,,Processing,1410.91,104.51,0.00,Credit Card,,,Web,
ORD-0449987-9E6D,CUST-373387-A401,PO-449987,2024-06-16 19:34:55,2024-06-21 19:34:55,2024-06-18 19:34:55,Delivered,1074.34,79.58,0.00,Credit Card,UPS,1Z449987,Web,
ORD-0449988-0602,CUST-132076-D8CA,PO-449988,2024-06-16 16:44:23,2024-06-21 16:44:23,,Pending,1155.6,85.6,0.00,Credit Card,,,Web,
ORD-0449989-B87C,CUST-102464-066F,PO-449989,2024-02-25 18:48:50,2024-03-01 18:48:50,,Processing,562.69,41.68,0.00,Credit Card,,,Web,
ORD-0449990-884A,CUST-433254-51DE,PO-449990,2024-02-09 09:20:23,2024-02-14 09:20:23,,Processing,1030.0,76.3,0.00,Credit Card,,,Web,
ORD-0449991-8806,CUST-358995-8F14,PO-449991,2023-10-16 06:10:36,2023-10-21 06:10:36,,Processing,268.01,19.85,0.00,Credit Card,,,Web,
ORD-0449992-30EC,CUST-063550-F1B4,PO-449992,2025-12-26 21:38:47,2025-12-31 21:38:47,,Processing,494.36,36.62,0.00,Credit Card,,,Web,
ORD-0449993-95A3,CUST-355316-54CA,PO-449993,2024-11-09 15:48:05,2024-11-14 15:48:05,,Processing,237.82,17.62,0.00,Credit Card,,,Web,
ORD-0449994-4D4A,CUST-031008-0972,PO-449994,2024-07-15 00:44:48,2024-07-20 00:44:48,2024-07-17 00:44:48,Delivered,142.73,10.57,0.00,Credit Card,UPS,1Z449994,Web,
ORD-0449995-AE07,CUST-238016-5349,PO-449995,2024-10-10 06:41:24,2024-10-15 06:41:24,,Processing,587.91,43.55,0.00,Credit Card,,,Web,
ORD-0449996-C1F3,CUST-187185-7EC2,PO-449996,2024-09-07 10:33:07,2024-09-12 10:33:07,,Pending,1566.06,116.0,0.00,Credit Card,,,Web,
ORD-0449997-8B23,CUST-144995-716A,PO-449997,2023-11-26 21:53:35,2023-12-01 21:53:35,2023-11-28 21:53:35,Shipped,381.64,28.27,0.00,Credit Card,UPS,1Z449997,Web,
ORD-0449998-67F0,CUST-398028-7072,PO-449998,2025-05-04 12:59:58,2025-05-09 12:59:58,2025-05-06 12:59:58,Delivered,1073.75,79.54,0.00,Credit Card,UPS,1Z449998,Web,
ORD-0449999-4D24,CUST-414365-176A,PO-449999,2023-08-31 00:46:49,2023-09-05 00:46:49,2023-09-02 00:46:49,Delivered,653.94,48.44,0.00,Credit Card,UPS,1Z449999,Web,
ORD-0450000-D4A3,CUST-224729-5F99,PO-450000,2025-06-19 22:58:37,2025-06-24 22:58:37,2025-06-21 22:58:37,Delivered,615.33,45.58,0.00,Credit Card,UPS,1Z450000,Web,
ORD-0450001-7329,CUST-487110-E621,PO-450001,2023-09-28 02:23:45,2023-10-03 02:23:45,,Pending,165.25,12.24,0.00,Credit Card,,,Web,
ORD-0450002-0C11,CUST-023896-E19B,PO-450002,2025-07-28 14:12:34,2025-08-02 14:12:34,2025-07-30 14:12:34,Shipped,356.66,26.42,0.00,Credit Card,UPS,1Z450002,Web,
ORD-0450003-B4D3,CUST-233982-B086,PO-450003,2024-06-28 01:50:04,2024-07-03 01:50:04,,Processing,675.99,50.07,0.00,Credit Card,,,Web,
ORD-0450004-267F,CUST-181083-0606,PO-450004,2023-12-22 01:52:42,2023-12-27 01:52:42,2023-12-24 01:52:42,Shipped,996.95,73.85,0.00,Credit Card,UPS,1Z450004,Web,
ORD-0450005-3829,CUST-437327-9195,PO-450005,2024-05-06 10:30:58,2024-05-11 10:30:58,,Pending,1057.64,78.34,0.00,Credit Card,,,Web,
ORD-0450006-6DD8,CUST-201811-E0DB,PO-450006,2025-10-22 15:00:18,2025-10-27 15:00:18,,Processing,662.14,49.05,0.00,Credit Card,,,Web,
