order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0215512-E31C,CUST-453414-C098,PO-215512,2024-04-11 08:05:15,2024-04-16 08:05:15,2024-04-13 08:05:15,Shipped,251.99,18.67,0.00,Credit Card,UPS,1Z215512,Web,
ORD-0215513-B223,CUST-354191-19BA,PO-215513,2025-08-01 16:59:20,2025-08-06 16:59:20,2025-08-03 16:59:20,Shipped,1163.8,86.21,0.00,Credit Card,UPS,1Z215513,Web,
ORD-0215514-E1F6,CUST-476819-AB15,PO-215514,2026-06-03 09:05:37,2026-06-08 09:05:37,2026-06-05 09:05:37,Shipped,563.95,41.77,0.00,Credit Card,UPS,1Z215514,Web,
ORD-0215515-E27C,CUST-471901-DC38,PO-215515,2024-04-05 02:01:08,2024-04-10 02:01:08,2024-04-07 02:01:08,Shipped,998.64,73.97,0.00,Credit Card,UPS,1Z215515,Web,
ORD-0215516-3387,CUST-137620-B930,PO-215516,2024-03-27 00:43:08,2024-04-01 00:43:08,,Pending,927.93,68.74,0.00,Credit Card,,,Web,
ORD-0215517-B9D3,CUST-238817-20BF,PO-215517,2024-04-11 05:11:13,2024-04-16 05:11:13,,Pending,248.55,18.41,0.00,Credit Card,,,Web,
ORD-0215518-8377,CUST-434544-BCD0,PO-215518,2024-02-05 08:50:43,2024-02-10 08:50:43,,Processing,267.32,19.8,0.00,Credit Card,,,Web,
ORD-0215519-E053,CUST-244975-C422,PO-215519,2024-12-17 15:26:49,2024-12-22 15:26:49,2024-12-19 15:26:49,Delivered,674.02,49.93,0.00,Credit Card,UPS,1Z215519,Web,
ORD-0215520-7435,CUST-180974-E8A2,PO-215520,2023-09-17 04:51:47,2023-09-22 04:51:47,2023-09-19 04:51:47,Shipped,85.95,6.37,0.00,Credit Card,UPS,1Z215520,Web,
ORD-0215521-C74E,CUST-250662-C31C,PO-215521,2025-03-04 17:27:21,2025-03-09 17:27:21,2025-03-06 17:27:21,Delivered,1727.56,127.97,0.00,Credit Card,UPS,1Z215521,Web,
ORD-0215522-D1A3,CUST-486245-20B3,PO-215522,2024-02-03 19:49:40,2024-02-08 19:49:40,,Processing,221.29,16.39,0.00,Credit Card,,,Web,
ORD-0215523-9D13,CUST-441156-77CA,PO-215523,2026-06-21 21:44:28,2026-06-26 21:44:28,2026-06-23 21:44:28,Delivered,252.57,18.71,0.00,Credit Card,UPS,1Z215523,Web,
