order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0874929-F6A8,CUST-329973-DC15,PO-874929,2024-06-27 18:01:06,2024-07-02 18:01:06,,Pending,1855.75,137.46,0.00,Credit Card,,,Web,
ORD-0874930-DCBD,CUST-201340-6AC4,PO-874930,2024-06-15 06:07:09,2024-06-20 06:07:09,2024-06-17 06:07:09,Delivered,552.84,40.95,0.00,Credit Card,UPS,1Z874930,Web,
ORD-0874931-3551,CUST-271778-986A,PO-874931,2023-09-03 19:17:08,2023-09-08 19:17:08,2023-09-05 19:17:08,Delivered,1001.91,74.22,0.00,Credit Card,UPS,1Z874931,Web,
ORD-0874932-1213,CUST-027895-0A6D,PO-874932,2024-01-11 08:10:32,2024-01-16 08:10:32,2024-01-13 08:10:32,Delivered,249.04,18.45,0.00,Credit Card,UPS,1Z874932,Web,
ORD-0874933-6B21,CUST-294026-423C,PO-874933,2025-08-02 16:10:57,2025-08-07 16:10:57,,Pending,1368.28,101.35,0.00,Credit Card,,,Web,
ORD-0874934-458F,CUST-372237-1DCE,PO-874934,2025-07-23 06:45:21,2025-07-28 06:45:21,2025-07-25 06:45:21,Shipped,155.68,11.53,0.00,Credit Card,UPS,1Z874934,Web,
ORD-0874935-CA28,CUST-317064-A90D,PO-874935,2025-03-25 02:15:30,2025-03-30 02:15:30,2025-03-27 02:15:30,Shipped,465.18,34.46,0.00,Credit Card,UPS,1Z874935,Web,
ORD-0874936-BBDA,CUST-271759-4274,PO-874936,2023-07-09 03:00:32,2023-07-14 03:00:32,2023-07-11 03:00:32,Delivered,680.72,50.42,0.00,Credit Card,UPS,1Z874936,Web,
ORD-0874937-6E70,CUST-021005-1FAC,PO-874937,2026-05-19 11:45:25,2026-05-24 11:45:25,,Pending,674.43,49.96,0.00,Credit Card,,,Web,
ORD-0874938-DBE3,CUST-442371-135D,PO-874938,2024-02-03 13:07:03,2024-02-08 13:07:03,2024-02-05 13:07:03,Delivered,297.24,22.02,0.00,Credit Card,UPS,1Z874938,Web,
ORD-0874939-D93B,CUST-416212-DB46,PO-874939,2024-06-15 03:26:32,2024-06-20 03:26:32,2024-06-17 03:26:32,Delivered,239.46,17.74,0.00,Credit Card,UPS,1Z874939,Web,
ORD-0874940-6E65,CUST-330805-ED16,PO-874940,2024-09-11 20:39:57,2024-09-16 20:39:57,,Pending,149.01,11.04,0.00,Credit Card,,,Web,
ORD-0874941-0511,CUST-093730-3E27,PO-874941,2023-07-16 15:28:38,2023-07-21 15:28:38,,Processing,164.99,12.22,0.00,Credit Card,,,Web,
ORD-0874942-A0DD,CUST-273548-553E,PO-874942,2025-07-25 19:42:22,2025-07-30 19:42:22,,Pending,837.05,62.0,0.00,Credit Card,,,Web,
ORD-0874943-32DC,CUST-335854-4082,PO-874943,2024-04-29 18:31:13,2024-05-04 18:31:13,2024-05-01 18:31:13,Shipped,1061.42,78.62,0.00,Credit Card,UPS,1Z874943,Web,
ORD-0874944-13B0,CUST-488665-8CDD,PO-874944,2025-10-13 15:46:43,2025-10-18 15:46:43,2025-10-15 15:46:43,Shipped,1738.89,128.81,0.00,Credit Card,UPS,1Z874944,Web,
ORD-0874945-3B86,CUST-428891-6887,PO-874945,2024-05-23 03:53:29,2024-05-28 03:53:29,2024-05-25 03:53:29,Delivered,598.75,44.35,0.00,Credit Card,UPS,1Z874945,Web,
ORD-0874946-453D,CUST-402778-68A2,PO-874946,2024-04-22 09:13:09,2024-04-27 09:13:09,,Pending,1167.33,86.47,0.00,Credit Card,,,Web,
ORD-0874947-91F6,CUST-197750-2F6D,PO-874947,2025-01-16 02:39:34,2025-01-21 02:39:34,2025-01-18 02:39:34,Shipped,1644.88,121.84,0.00,Credit Card,UPS,1Z874947,Web,
ORD-0874948-C509,CUST-006548-EEF6,PO-874948,2026-05-13 11:35:19,2026-05-18 11:35:19,,Processing,32.3,2.39,0.00,Credit Card,,,Web,
ORD-0874949-C3B8,CUST-432714-7B71,PO-874949,2026-01-13 10:44:05,2026-01-18 10:44:05,,Processing,1363.13,100.97,0.00,Credit Card,,,Web,
ORD-0874950-95F4,CUST-093229-9577,PO-874950,2024-12-03 09:29:37,2024-12-08 09:29:37,,Pending,496.11,36.75,0.00,Credit Card,,,Web,
ORD-0874951-8BD8,CUST-370729-A2CB,PO-874951,2023-11-19 15:02:43,2023-11-24 15:02:43,2023-11-21 15:02:43,Shipped,1012.31,74.99,0.00,Credit Card,UPS,1Z874951,Web,
ORD-0874952-BF0B,CUST-192091-D5FB,PO-874952,2025-11-11 13:18:51,2025-11-16 13:18:51,2025-11-13 13:18:51,Shipped,1402.91,103.92,0.00,Credit Card,UPS,1Z874952,Web,
ORD-0874953-2B2C,CUST-003400-E945,PO-874953,2023-09-17 02:54:07,2023-09-22 02:54:07,,Pending,1457.91,107.99,0.00,Credit Card,,,Web,
ORD-0874954-0B82,CUST-130227-1B9A,PO-874954,2025-06-06 09:38:11,2025-06-11 09:38:11,2025-06-08 09:38:11,Shipped,1016.81,75.32,0.00,Credit Card,UPS,1Z874954,Web,
ORD-0874955-FCFC,CUST-251916-92EA,PO-874955,2024-03-01 14:23:09,2024-03-06 14:23:09,,Processing,257.49,19.07,0.00,Credit Card,,,Web,
ORD-0874956-877E,CUST-131826-CFC2,PO-874956,2025-09-27 09:43:30,2025-10-02 09:43:30,2025-09-29 09:43:30,Shipped,803.23,59.5,0.00,Credit Card,UPS,1Z874956,Web,
ORD-0874957-FF08,CUST-140630-2457,PO-874957,2026-01-16 08:17:18,2026-01-21 08:17:18,2026-01-18 08:17:18,Shipped,152.0,11.26,0.00,Credit Card,UPS,1Z874957,Web,
ORD-0874958-6F79,CUST-118956-9F49,PO-874958,2024-09-16 07:39:48,2024-09-21 07:39:48,2024-09-18 07:39:48,Shipped,29.03,2.15,0.00,Credit Card,UPS,1Z874958,Web,
ORD-0874959-86F5,CUST-089318-1D92,PO-874959,2024-08-24 16:14:51,2024-08-29 16:14:51,2024-08-26 16:14:51,Delivered,181.31,13.43,0.00,Credit Card,UPS,1Z874959,Web,
ORD-0874960-CAA2,CUST-326236-C74B,PO-874960,2024-05-13 23:15:16,2024-05-18 23:15:16,2024-05-15 23:15:16,Shipped,1503.49,111.37,0.00,Credit Card,UPS,1Z874960,Web,
ORD-0874961-BFF9,CUST-494360-ED8D,PO-874961,2026-01-18 16:22:05,2026-01-23 16:22:05,2026-01-20 16:22:05,Shipped,1723.27,127.65,0.00,Credit Card,UPS,1Z874961,Web,
ORD-0874962-4E93,CUST-112890-D7F9,PO-874962,2025-03-30 18:09:07,2025-04-04 18:09:07,2025-04-01 18:09:07,Shipped,856.44,63.44,0.00,Credit Card,UPS,1Z874962,Web,
ORD-0874963-C159,CUST-157761-A45F,PO-874963,2025-03-09 10:09:40,2025-03-14 10:09:40,,Pending,827.49,61.3,0.00,Credit Card,,,Web,
ORD-0874964-FBEA,CUST-483061-8859,PO-874964,2024-09-08 19:23:45,2024-09-13 19:23:45,2024-09-10 19:23:45,Shipped,842.24,62.39,0.00,Credit Card,UPS,1Z874964,Web,
ORD-0874965-AEE6,CUST-138733-7F9C,PO-874965,2026-06-20 19:42:47,2026-06-25 19:42:47,2026-06-22 19:42:47,Shipped,189.18,14.01,0.00,Credit Card,UPS,1Z874965,Web,
ORD-0874966-7CF9,CUST-201798-0A08,PO-874966,2026-01-11 18:16:28,2026-01-16 18:16:28,,Processing,1174.17,86.98,0.00,Credit Card,,,Web,
ORD-0874967-E2D5,CUST-095386-A983,PO-874967,2025-06-13 04:32:48,2025-06-18 04:32:48,2025-06-15 04:32:48,Shipped,569.4,42.18,0.00,Credit Card,UPS,1Z874967,Web,
ORD-0874968-07BC,CUST-359723-4F46,PO-874968,2024-02-22 10:15:05,2024-02-27 10:15:05,2024-02-24 10:15:05,Shipped,508.96,37.7,0.00,Credit Card,UPS,1Z874968,Web,
