order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0617604-5B8C,CUST-146514-0D6D,PO-617604,2024-05-05 14:02:29,2024-05-10 14:02:29,2024-05-07 14:02:29,Shipped,921.26,68.24,0.00,Credit Card,UPS,1Z617604,Web,
ORD-0617605-33AC,CUST-338340-F04B,PO-617605,2023-08-13 17:47:04,2023-08-18 17:47:04,,Processing,529.51,39.22,0.00,Credit Card,,,Web,
ORD-0617606-52A2,CUST-298030-5DE0,PO-617606,2025-10-13 21:42:28,2025-10-18 21:42:28,,Pending,421.82,31.25,0.00,Credit Card,,,Web,
ORD-0617607-07E7,CUST-497249-A3CA,PO-617607,2023-07-30 15:39:46,2023-08-04 15:39:46,2023-08-01 15:39:46,Shipped,326.95,24.22,0.00,Credit Card,UPS,1Z617607,Web,
ORD-0617608-B4D3,CUST-001440-F4A3,PO-617608,2026-02-27 20:22:31,2026-03-04 20:22:31,,Processing,1636.76,121.24,0.00,Credit Card,,,Web,
ORD-0617609-6DB9,CUST-041916-81FA,PO-617609,2026-03-17 09:25:05,2026-03-22 09:25:05,,Processing,431.62,31.97,0.00,Credit Card,,,Web,
ORD-0617610-ABDB,CUST-424494-D438,PO-617610,2023-11-16 00:50:24,2023-11-21 00:50:24,2023-11-18 00:50:24,Shipped,787.59,58.34,0.00,Credit Card,UPS,1Z617610,Web,
ORD-0617611-5809,CUST-356859-F9D5,PO-617611,2024-02-11 03:06:38,2024-02-16 03:06:38,,Processing,203.58,15.08,0.00,Credit Card,,,Web,
ORD-0617612-707A,CUST-443465-E31A,PO-617612,2026-02-08 00:45:41,2026-02-13 00:45:41,,Processing,628.69,46.57,0.00,Credit Card,,,Web,
ORD-0617613-6152,CUST-498271-6FD6,PO-617613,2023-12-04 23:11:15,2023-12-09 23:11:15,,Processing,1296.39,96.03,0.00,Credit Card,,,Web,
ORD-0617614-35AF,CUST-221124-22A7,PO-617614,2025-11-20 09:13:19,2025-11-25 09:13:19,2025-11-22 09:13:19,Shipped,1237.49,91.67,0.00,Credit Card,UPS,1Z617614,Web,
ORD-0617615-6F1F,CUST-480683-D295,PO-617615,2024-03-06 12:21:49,2024-03-11 12:21:49,2024-03-08 12:21:49,Delivered,1198.74,88.8,0.00,Credit Card,UPS,1Z617615,Web,
ORD-0617616-98E7,CUST-436237-CA7C,PO-617616,2025-08-21 14:04:32,2025-08-26 14:04:32,,Processing,534.79,39.61,0.00,Credit Card,,,Web,
ORD-0617617-EDCD,CUST-284354-D0B6,PO-617617,2024-05-21 07:27:50,2024-05-26 07:27:50,,Pending,821.4,60.84,0.00,Credit Card,,,Web,
ORD-0617618-CD45,CUST-125056-6275,PO-617618,2023-09-06 01:29:52,2023-09-11 01:29:52,,Pending,247.71,18.35,0.00,Credit Card,,,Web,
ORD-0617619-D178,CUST-468410-0271,PO-617619,2026-05-16 19:27:13,2026-05-21 19:27:13,2026-05-18 19:27:13,Delivered,1982.36,146.84,0.00,Credit Card,UPS,1Z617619,Web,
ORD-0617620-5CFD,CUST-465622-DEA6,PO-617620,2024-04-23 09:44:58,2024-04-28 09:44:58,2024-04-25 09:44:58,Shipped,393.7,29.16,0.00,Credit Card,UPS,1Z617620,Web,
ORD-0617621-E847,CUST-459494-AAD5,PO-617621,2024-02-26 00:57:20,2024-03-02 00:57:20,,Pending,428.72,31.76,0.00,Credit Card,,,Web,
ORD-0617622-5827,CUST-470267-95A7,PO-617622,2023-12-16 22:34:24,2023-12-21 22:34:24,2023-12-18 22:34:24,Shipped,452.65,33.53,0.00,Credit Card,UPS,1Z617622,Web,
ORD-0617623-2AEF,CUST-205613-DF42,PO-617623,2026-05-30 17:42:32,2026-06-04 17:42:32,2026-06-01 17:42:32,Delivered,798.98,59.18,0.00,Credit Card,UPS,1Z617623,Web,
ORD-0617624-F6CA,CUST-371566-D850,PO-617624,2026-03-07 09:21:24,2026-03-12 09:21:24,,Pending,1009.72,74.79,0.00,Credit Card,,,Web,
ORD-0617625-8D48,CUST-134045-AF5B,PO-617625,2026-02-08 01:20:38,2026-02-13 01:20:38,,Pending,376.13,27.86,0.00,Credit Card,,,Web,
ORD-0617626-F7A8,CUST-072593-79F6,PO-617626,2024-04-07 13:16:36,2024-04-12 13:16:36,2024-04-09 13:16:36,Shipped,141.4,10.47,0.00,Credit Card,UPS,1Z617626,Web,
ORD-0617627-C948,CUST-430666-2D27,PO-617627,2025-09-05 14:43:08,2025-09-10 14:43:08,2025-09-07 14:43:08,Delivered,230.02,17.04,0.00,Credit Card,UPS,1Z617627,Web,
ORD-0617628-BE3C,CUST-286636-874D,PO-617628,2023-11-14 14:45:14,2023-11-19 14:45:14,,Pending,644.27,47.72,0.00,Credit Card,,,Web,
ORD-0617629-0A2D,CUST-445193-761E,PO-617629,2024-06-28 07:41:51,2024-07-03 07:41:51,,Pending,972.73,72.05,0.00,Credit Card,,,Web,
ORD-0617630-D28E,CUST-305677-0946,PO-617630,2025-05-16 18:57:46,2025-05-21 18:57:46,,Pending,538.14,39.86,0.00,Credit Card,,,Web,
ORD-0617631-6277,CUST-142816-F08D,PO-617631,2026-01-20 16:59:18,2026-01-25 16:59:18,2026-01-22 16:59:18,Delivered,597.27,44.24,0.00,Credit Card,UPS,1Z617631,Web,
ORD-0617632-9F13,CUST-181292-923F,PO-617632,2026-01-21 02:10:54,2026-01-26 02:10:54,,Pending,905.05,67.04,0.00,Credit Card,,,Web,
ORD-0617633-5B0F,CUST-010294-9096,PO-617633,2023-12-30 19:47:50,2024-01-04 19:47:50,2024-01-01 19:47:50,Shipped,118.74,8.8,0.00,Credit Card,UPS,1Z617633,Web,
ORD-0617634-E8EE,CUST-216504-96AF,PO-617634,2023-12-14 20:56:36,2023-12-19 20:56:36,2023-12-16 20:56:36,Delivered,608.3,45.06,0.00,Credit Card,UPS,1Z617634,Web,
ORD-0617635-9D7B,CUST-453017-A8B6,PO-617635,2023-08-20 02:45:12,2023-08-25 02:45:12,,Pending,1136.72,84.2,0.00,Credit Card,,,Web,
