order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0477518-F5DB,CUST-012746-C1FC,PO-477518,2025-08-25 03:26:47,2025-08-30 03:26:47,,Processing,645.11,47.79,0.00,Credit Card,,,Web,
ORD-0477519-01D0,CUST-373476-BDBE,PO-477519,2023-07-31 04:14:14,2023-08-05 04:14:14,,Processing,782.78,57.98,0.00,Credit Card,,,Web,
ORD-0477520-647C,CUST-385802-BB99,PO-477520,2024-05-07 17:34:57,2024-05-12 17:34:57,,Pending,1258.22,93.2,0.00,Credit Card,,,Web,
ORD-0477521-B420,CUST-142244-2C38,PO-477521,2025-11-20 09:47:35,2025-11-25 09:47:35,2025-11-22 09:47:35,Delivered,498.12,36.9,0.00,Credit Card,UPS,1Z477521,Web,
ORD-0477522-D7EC,CUST-365186-D166,PO-477522,2025-02-13 18:33:54,2025-02-18 18:33:54,2025-02-15 18:33:54,Shipped,1452.75,107.61,0.00,Credit Card,UPS,1Z477522,Web,
ORD-0477523-0231,CUST-103817-3714,PO-477523,2026-02-02 17:06:38,2026-02-07 17:06:38,,Processing,776.28,57.5,0.00,Credit Card,,,Web,
ORD-0477524-53E2,CUST-402597-6E69,PO-477524,2025-02-15 06:20:36,2025-02-20 06:20:36,2025-02-17 06:20:36,Delivered,786.37,58.25,0.00,Credit Card,UPS,1Z477524,Web,
ORD-0477525-675E,CUST-471136-1C73,PO-477525,2024-05-26 21:14:17,2024-05-31 21:14:17,2024-05-28 21:14:17,Shipped,955.11,70.75,0.00,Credit Card,UPS,1Z477525,Web,
ORD-0477526-EC0F,CUST-235535-3102,PO-477526,2024-02-22 03:41:54,2024-02-27 03:41:54,,Pending,646.03,47.85,0.00,Credit Card,,,Web,
ORD-0477527-AE21,CUST-247171-9E4E,PO-477527,2024-05-02 05:35:26,2024-05-07 05:35:26,2024-05-04 05:35:26,Delivered,920.33,68.17,0.00,Credit Card,UPS,1Z477527,Web,
