order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0819972-2DBE,CUST-313986-6AEE,PO-819972,2024-10-15 02:39:51,2024-10-20 02:39:51,,Pending,429.0,31.78,0.00,Credit Card,,,Web,
ORD-0819973-0BF2,CUST-271107-22DF,PO-819973,2024-04-14 15:18:24,2024-04-19 15:18:24,2024-04-16 15:18:24,Shipped,184.25,13.65,0.00,Credit Card,UPS,1Z819973,Web,
ORD-0819974-AE29,CUST-102569-0250,PO-819974,2026-05-04 21:27:13,2026-05-09 21:27:13,,Pending,701.16,51.94,0.00,Credit Card,,,Web,
ORD-0819975-9149,CUST-216350-582C,PO-819975,2025-09-14 23:12:31,2025-09-19 23:12:31,,Pending,238.3,17.65,0.00,Credit Card,,,Web,
ORD-0819976-883B,CUST-400891-6DD8,PO-819976,2024-12-19 14:34:18,2024-12-24 14:34:18,2024-12-21 14:34:18,Delivered,1423.11,105.42,0.00,Credit Card,UPS,1Z819976,Web,
ORD-0819977-BF3A,CUST-174551-E7C8,PO-819977,2025-04-04 18:42:59,2025-04-09 18:42:59,,Processing,1630.84,120.8,0.00,Credit Card,,,Web,
ORD-0819978-6744,CUST-050237-78F9,PO-819978,2025-11-10 05:31:08,2025-11-15 05:31:08,2025-11-12 05:31:08,Shipped,850.77,63.02,0.00,Credit Card,UPS,1Z819978,Web,
ORD-0819979-EDF9,CUST-053537-470A,PO-819979,2025-02-23 21:56:32,2025-02-28 21:56:32,2025-02-25 21:56:32,Delivered,1554.28,115.13,0.00,Credit Card,UPS,1Z819979,Web,
ORD-0819980-103C,CUST-372254-2273,PO-819980,2025-04-28 05:54:09,2025-05-03 05:54:09,,Processing,92.73,6.87,0.00,Credit Card,,,Web,
ORD-0819981-8BDC,CUST-038508-0BC8,PO-819981,2025-07-26 13:43:07,2025-07-31 13:43:07,,Pending,1746.5,129.37,0.00,Credit Card,,,Web,
