order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0504829-CFCA,CUST-115168-FD7A,PO-504829,2025-11-29 00:20:31,2025-12-04 00:20:31,,Pending,946.08,70.08,0.00,Credit Card,,,Web,
ORD-0504830-4700,CUST-241698-82FE,PO-504830,2023-07-22 05:30:19,2023-07-27 05:30:19,2023-07-24 05:30:19,Delivered,1030.15,76.31,0.00,Credit Card,UPS,1Z504830,Web,
ORD-0504831-0AEC,CUST-354916-BB5E,PO-504831,2025-09-06 00:27:23,2025-09-11 00:27:23,,Pending,353.85,26.21,0.00,Credit Card,,,Web,
ORD-0504832-4429,CUST-180148-0C11,PO-504832,2026-01-31 18:42:51,2026-02-05 18:42:51,,Processing,1055.82,78.21,0.00,Credit Card,,,Web,
ORD-0504833-31E7,CUST-450460-D0CC,PO-504833,2024-10-23 13:47:16,2024-10-28 13:47:16,,Processing,1022.54,75.74,0.00,Credit Card,,,Web,
ORD-0504834-101A,CUST-035233-45F2,PO-504834,2026-04-17 09:46:44,2026-04-22 09:46:44,2026-04-19 09:46:44,Delivered,376.01,27.85,0.00,Credit Card,UPS,1Z504834,Web,
ORD-0504835-89F6,CUST-463682-8FF6,PO-504835,2024-02-09 12:05:19,2024-02-14 12:05:19,2024-02-11 12:05:19,Shipped,337.67,25.01,0.00,Credit Card,UPS,1Z504835,Web,
ORD-0504836-A66F,CUST-313887-1CB6,PO-504836,2026-03-27 01:00:18,2026-04-01 01:00:18,,Pending,636.08,47.12,0.00,Credit Card,,,Web,
ORD-0504837-DD5C,CUST-346270-0555,PO-504837,2023-12-10 14:01:37,2023-12-15 14:01:37,2023-12-12 14:01:37,Delivered,431.77,31.98,0.00,Credit Card,UPS,1Z504837,Web,
ORD-0504838-D5BA,CUST-439845-38C6,PO-504838,2026-06-18 18:33:27,2026-06-23 18:33:27,2026-06-20 18:33:27,Delivered,231.42,17.14,0.00,Credit Card,UPS,1Z504838,Web,
