order_item_id,order_id,product_id,quantity,unit_price,discount_applied
LINE-0814235-2-C792,ORD-0814235-64D3,PROD-01832-2B36,1,181.04,0.00
LINE-0814235-3-F5E8,ORD-0814235-64D3,PROD-02337-0B8C,3,169.77,0.00
LINE-0814236-1-A87B,ORD-0814236-0310,PROD-02476-C290,3,73.09,0.00
LINE-0814236-2-8627,ORD-0814236-0310,PROD-00840-1FC9,3,66.38,0.00
LINE-0814236-3-8911,ORD-0814236-0310,PROD-04532-13C4,1,247.67,0.00
LINE-0814237-1-B288,ORD-0814237-27E7,PROD-03546-C7CC,1,206.94,0.00
LINE-0814237-2-4231,ORD-0814237-27E7,PROD-04989-1681,1,245.21,0.00
LINE-0814238-1-B15C,ORD-0814238-EF60,PROD-02090-4762,1,162.43,0.00
LINE-0814239-1-BD03,ORD-0814239-20B3,PROD-02262-57AB,4,53.9,0.00
LINE-0814240-1-3D95,ORD-0814240-FC37,PROD-03115-EF9C,2,112.47,0.00
LINE-0814240-2-9FFD,ORD-0814240-FC37,PROD-00925-7516,3,64.51,0.00
LINE-0814240-3-635F,ORD-0814240-FC37,PROD-00624-67FA,3,207.53,0.00
LINE-0814241-1-1736,ORD-0814241-7758,PROD-00716-68EB,1,63.49,0.00
LINE-0814241-2-CC19,ORD-0814241-7758,PROD-00983-55C7,3,236.11,0.00
LINE-0814242-1-9930,ORD-0814242-05ED,PROD-03169-57FD,2,172.14,0.00
LINE-0814242-2-C5EE,ORD-0814242-05ED,PROD-03223-2619,2,139.03,0.00
LINE-0814243-1-2851,ORD-0814243-144D,PROD-02997-3CA2,2,186.85,0.00
LINE-0814243-2-8E8C,ORD-0814243-144D,PROD-01080-48E8,1,123.2,0.00
LINE-0814244-1-EB7A,ORD-0814244-9F3D,PROD-04500-817A,1,157.94,0.00
LINE-0814245-1-228C,ORD-0814245-6A60,PROD-03183-3BF4,4,181.28,0.00
LINE-0814245-2-061A,ORD-0814245-6A60,PROD-04011-1D18,3,93.16,0.00
LINE-0814245-3-0E71,ORD-0814245-6A60,PROD-03120-44E3,1,67.71,0.00
LINE-0814246-1-1DF9,ORD-0814246-84B9,PROD-01401-3B0B,3,151.42,0.00
LINE-0814246-2-A8D6,ORD-0814246-84B9,PROD-03236-DDB5,3,46.18,0.00
LINE-0814246-3-6ECC,ORD-0814246-84B9,PROD-01981-B262,1,163.19,0.00
