order_item_id,order_id,product_id,quantity,unit_price,discount_applied
LINE-0921275-2-9138,ORD-0921275-8E2A,PROD-00890-F44F,3,200.39,0.00
LINE-0921275-3-1B1A,ORD-0921275-8E2A,PROD-01182-3D52,3,20.57,0.00
LINE-0921276-1-246A,ORD-0921276-F9BE,PROD-00108-DF88,3,85.69,0.00
LINE-0921276-2-1CFB,ORD-0921276-F9BE,PROD-04348-5636,3,78.12,0.00
LINE-0921277-1-6B91,ORD-0921277-ADB4,PROD-04360-4097,2,203.0,0.00
LINE-0921278-1-FCA7,ORD-0921278-F952,PROD-01937-EEC2,3,229.3,0.00
LINE-0921278-2-D704,ORD-0921278-F952,PROD-00402-ECEF,1,139.12,0.00
LINE-0921278-3-EBFC,ORD-0921278-F952,PROD-04921-C41C,3,32.59,0.00
LINE-0921279-1-18B6,ORD-0921279-A5DF,PROD-02694-753A,1,218.58,0.00
LINE-0921280-1-42FE,ORD-0921280-75D1,PROD-02450-C5D8,1,116.13,0.00
LINE-0921280-2-2F03,ORD-0921280-75D1,PROD-00022-6FCB,2,108.88,0.00
LINE-0921280-3-EBBC,ORD-0921280-75D1,PROD-01401-3B0B,1,42.93,0.00
LINE-0921281-1-533A,ORD-0921281-D9C9,PROD-00274-4111,1,27.55,0.00
LINE-0921281-2-41EC,ORD-0921281-D9C9,PROD-02513-7C34,2,217.29,0.00
LINE-0921282-1-5A2E,ORD-0921282-9A0C,PROD-01866-7F97,2,213.75,0.00
LINE-0921283-1-78F9,ORD-0921283-860A,PROD-02273-FDC2,2,140.39,0.00
LINE-0921283-2-8201,ORD-0921283-860A,PROD-03380-E0BF,1,138.24,0.00
LINE-0921283-3-4C44,ORD-0921283-860A,PROD-02837-4A2A,4,29.64,0.00
LINE-0921284-1-5EB4,ORD-0921284-D3B3,PROD-04311-1E56,1,158.87,0.00
LINE-0921284-2-DCE5,ORD-0921284-D3B3,PROD-02655-D7FB,3,93.74,0.00
LINE-0921285-1-F637,ORD-0921285-2465,PROD-04998-FB6D,4,87.83,0.00
LINE-0921285-2-ABCB,ORD-0921285-2465,PROD-03877-69A3,3,151.68,0.00
LINE-0921286-1-C212,ORD-0921286-2EB1,PROD-01605-D35C,2,180.59,0.00
LINE-0921286-2-719C,ORD-0921286-2EB1,PROD-04729-50DE,4,132.82,0.00
LINE-0921286-3-51D1,ORD-0921286-2EB1,PROD-04246-FB2A,2,241.2,0.00
LINE-0921287-1-7AE7,ORD-0921287-4CA8,PROD-02943-3765,1,214.72,0.00
LINE-0921288-1-09DC,ORD-0921288-53BE,PROD-03676-3102,2,178.7,0.00
LINE-0921288-2-F58A,ORD-0921288-53BE,PROD-01357-3A7B,3,217.59,0.00
LINE-0921289-1-3952,ORD-0921289-5B84,PROD-03302-A048,3,155.79,0.00
LINE-0921289-2-7C4C,ORD-0921289-5B84,PROD-00210-2A45,1,201.88,0.00
LINE-0921289-3-F2D5,ORD-0921289-5B84,PROD-04969-D8BC,4,199.11,0.00
LINE-0921290-1-7D60,ORD-0921290-78CF,PROD-04028-C491,1,79.11,0.00
LINE-0921290-2-F0E2,ORD-0921290-78CF,PROD-02970-C8EA,3,240.17,0.00
LINE-0921290-3-BC52,ORD-0921290-78CF,PROD-03179-B6C7,2,163.4,0.00
LINE-0921291-1-5744,ORD-0921291-9C75,PROD-00556-2043,2,140.02,0.00
LINE-0921292-1-7252,ORD-0921292-4900,PROD-03296-B69D,1,90.99,0.00
LINE-0921293-1-BF0F,ORD-0921293-20BA,PROD-01159-ADE5,2,208.53,0.00
LINE-0921293-2-3930,ORD-0921293-20BA,PROD-03431-3713,2,161.94,0.00
LINE-0921294-1-DB05,ORD-0921294-E112,PROD-01386-B502,3,40.85,0.00
LINE-0921295-1-20B0,ORD-0921295-C70E,PROD-03818-64F8,1,96.79,0.00
LINE-0921295-2-7DDB,ORD-0921295-C70E,PROD-04764-805C,2,117.26,0.00
LINE-0921295-3-525C,ORD-0921295-C70E,PROD-04328-9CC1,1,164.87,0.00
LINE-0921296-1-0364,ORD-0921296-8162,PROD-03354-9F3A,4,76.31,0.00
LINE-0921297-1-F851,ORD-0921297-228F,PROD-01112-5943,2,204.73,0.00
LINE-0921297-2-BD85,ORD-0921297-228F,PROD-03621-A702,4,82.66,0.00
LINE-0921298-1-C4DE,ORD-0921298-1E06,PROD-00266-2F7E,4,163.82,0.00
LINE-0921298-2-C490,ORD-0921298-1E06,PROD-03000-3D31,4,73.87,0.00
LINE-0921299-1-76D9,ORD-0921299-8587,PROD-00773-96E3,2,143.91,0.00
LINE-0921299-2-DA59,ORD-0921299-8587,PROD-01058-1756,2,128.91,0.00
LINE-0921300-1-6E4B,ORD-0921300-8108,PROD-03764-340B,3,208.02,0.00
LINE-0921300-2-6F45,ORD-0921300-8108,PROD-04603-EDAD,2,86.06,0.00
LINE-0921300-3-ECDD,ORD-0921300-8108,PROD-00634-80D7,3,243.16,0.00
LINE-0921301-1-F7D7,ORD-0921301-6ED6,PROD-01675-5081,2,157.23,0.00
LINE-0921301-2-6BFC,ORD-0921301-6ED6,PROD-00323-615D,4,118.41,0.00
LINE-0921301-3-AF62,ORD-0921301-6ED6,PROD-04169-1E18,4,228.88,0.00
LINE-0921302-1-CB35,ORD-0921302-EF18,PROD-01160-05AE,4,45.68,0.00
LINE-0921302-2-95F4,ORD-0921302-EF18,PROD-03978-45CA,2,172.94,0.00
LINE-0921303-1-DA24,ORD-0921303-B9E9,PROD-01175-1D12,1,247.65,0.00
LINE-0921303-2-4B6B,ORD-0921303-B9E9,PROD-00476-26EB,1,61.78,0.00
LINE-0921304-1-ACB9,ORD-0921304-3CC9,PROD-00974-9DBD,1,88.35,0.00
LINE-0921305-1-ED6D,ORD-0921305-E03B,PROD-03060-DC76,4,94.18,0.00
LINE-0921305-2-23BA,ORD-0921305-E03B,PROD-00167-E886,1,211.6,0.00
LINE-0921305-3-1583,ORD-0921305-E03B,PROD-03382-B049,3,26.99,0.00
LINE-0921306-1-56EB,ORD-0921306-B679,PROD-00804-D881,2,138.11,0.00
LINE-0921307-1-75E9,ORD-0921307-4EB8,PROD-00592-91FD,1,188.32,0.00
LINE-0921307-2-8433,ORD-0921307-4EB8,PROD-03322-C232,4,140.73,0.00
LINE-0921307-3-B262,ORD-0921307-4EB8,PROD-00210-2A45,3,234.56,0.00
LINE-0921308-1-2F4D,ORD-0921308-9888,PROD-03089-C3B7,3,148.55,0.00
LINE-0921308-2-62FD,ORD-0921308-9888,PROD-02648-4330,4,97.05,0.00
LINE-0921309-1-0948,ORD-0921309-944D,PROD-00298-D8A9,1,32.49,0.00
LINE-0921309-2-00C6,ORD-0921309-944D,PROD-03261-8228,1,169.8,0.00
LINE-0921310-1-458C,ORD-0921310-8A27,PROD-00873-1BF2,2,18.68,0.00
LINE-0921310-2-2721,ORD-0921310-8A27,PROD-00015-0C07,2,120.22,0.00
LINE-0921310-3-96A6,ORD-0921310-8A27,PROD-02346-55AB,1,241.16,0.00
LINE-0921311-1-06C2,ORD-0921311-7046,PROD-02236-E1EA,3,190.75,0.00
LINE-0921311-2-5FAD,ORD-0921311-7046,PROD-04855-E655,4,157.98,0.00
LINE-0921312-1-807D,ORD-0921312-8576,PROD-04328-9CC1,4,151.29,0.00
LINE-0921313-1-CAA8,ORD-0921313-2A2E,PROD-04993-6F61,3,174.62,0.00
LINE-0921313-2-9CEC,ORD-0921313-2A2E,PROD-03311-6485,1,185.73,0.00
LINE-0921314-1-5E24,ORD-0921314-507B,PROD-03867-1903,4,215.25,0.00
LINE-0921315-1-69CC,ORD-0921315-0FC9,PROD-02266-212A,3,119.41,0.00
LINE-0921316-1-7F06,ORD-0921316-E331,PROD-00677-438B,3,200.52,0.00
LINE-0921317-1-702A,ORD-0921317-5488,PROD-00172-1D29,1,223.24,0.00
