order_item_id,order_id,product_id,quantity,unit_price,discount_applied
LINE-0209612-2-078B,ORD-0209612-6858,PROD-02682-A7D8,1,156.85,0.00
LINE-0209612-3-5035,ORD-0209612-6858,PROD-03299-9007,3,215.59,0.00
LINE-0209613-1-D9F1,ORD-0209613-6334,PROD-02268-FCF5,3,238.29,0.00
LINE-0209614-1-FC1F,ORD-0209614-70D0,PROD-04189-ECF4,2,236.77,0.00
LINE-0209614-2-9901,ORD-0209614-70D0,PROD-04564-7CA0,4,223.76,0.00
LINE-0209615-1-C765,ORD-0209615-E88D,PROD-03229-E703,3,244.79,0.00
LINE-0209615-2-36FB,ORD-0209615-E88D,PROD-02936-41F8,2,221.45,0.00
LINE-0209616-1-FBAC,ORD-0209616-42FC,PROD-01662-E018,2,232.32,0.00
LINE-0209617-1-1C75,ORD-0209617-6F95,PROD-01877-8EB2,4,88.88,0.00
LINE-0209618-1-0967,ORD-0209618-F260,PROD-01404-8FBA,1,207.37,0.00
LINE-0209618-2-894F,ORD-0209618-F260,PROD-02997-3CA2,4,100.84,0.00
LINE-0209619-1-17B6,ORD-0209619-1289,PROD-01490-C503,3,249.91,0.00
LINE-0209619-2-1674,ORD-0209619-1289,PROD-04930-AF4D,2,241.61,0.00
LINE-0209620-1-0AA8,ORD-0209620-0644,PROD-03887-A84B,4,228.67,0.00
LINE-0209620-2-46D5,ORD-0209620-0644,PROD-00300-E04D,4,46.18,0.00
LINE-0209621-1-5F78,ORD-0209621-56DB,PROD-04489-032A,3,249.3,0.00
LINE-0209622-1-CDB4,ORD-0209622-5DE8,PROD-02619-FB34,3,26.26,0.00
LINE-0209622-2-2853,ORD-0209622-5DE8,PROD-02757-B61A,3,125.78,0.00
LINE-0209623-1-08B3,ORD-0209623-E0FA,PROD-03865-2893,1,17.97,0.00
LINE-0209624-1-3F39,ORD-0209624-86E2,PROD-02012-FE92,4,39.94,0.00
LINE-0209624-2-6409,ORD-0209624-86E2,PROD-02470-BFAE,4,75.63,0.00
LINE-0209625-1-646A,ORD-0209625-68AB,PROD-00564-FECC,3,136.4,0.00
LINE-0209625-2-C402,ORD-0209625-68AB,PROD-03662-9BE8,2,131.23,0.00
LINE-0209625-3-784D,ORD-0209625-68AB,PROD-00468-E130,2,70.18,0.00
LINE-0209626-1-2FAC,ORD-0209626-F021,PROD-01439-E550,3,242.27,0.00
LINE-0209626-2-CF09,ORD-0209626-F021,PROD-02536-F890,4,122.64,0.00
LINE-0209626-3-1E7D,ORD-0209626-F021,PROD-01480-8170,2,134.77,0.00
LINE-0209627-1-D061,ORD-0209627-D0D3,PROD-01085-2949,1,76.04,0.00
LINE-0209628-1-789D,ORD-0209628-F179,PROD-04624-B9A1,1,194.87,0.00
LINE-0209629-1-B8CD,ORD-0209629-AC54,PROD-04487-4420,1,41.46,0.00
LINE-0209630-1-7476,ORD-0209630-63EE,PROD-04956-2969,1,103.42,0.00
LINE-0209630-2-0556,ORD-0209630-63EE,PROD-02351-7E3A,2,143.31,0.00
LINE-0209631-1-6EFC,ORD-0209631-0EB1,PROD-01578-0E1B,3,209.96,0.00
LINE-0209631-2-B5F1,ORD-0209631-0EB1,PROD-03845-D27D,1,213.45,0.00
LINE-0209632-1-6D93,ORD-0209632-B680,PROD-02516-31B8,1,213.75,0.00
LINE-0209632-2-BF9B,ORD-0209632-B680,PROD-02934-1F10,3,160.87,0.00
LINE-0209632-3-26BF,ORD-0209632-B680,PROD-01600-47EF,1,83.6,0.00
LINE-0209633-1-8AB4,ORD-0209633-BA80,PROD-00085-3078,1,201.1,0.00
LINE-0209633-2-E6A2,ORD-0209633-BA80,PROD-03188-C7BE,3,220.22,0.00
LINE-0209634-1-5735,ORD-0209634-4312,PROD-03610-F237,2,133.97,0.00
LINE-0209634-2-19D0,ORD-0209634-4312,PROD-03385-DCB7,1,199.76,0.00
LINE-0209634-3-7A36,ORD-0209634-4312,PROD-04203-5259,3,52.5,0.00
LINE-0209635-1-50C8,ORD-0209635-55BF,PROD-03787-3657,1,57.32,0.00
LINE-0209635-2-1CF0,ORD-0209635-55BF,PROD-04927-003E,4,186.58,0.00
LINE-0209635-3-583D,ORD-0209635-55BF,PROD-02599-91AD,3,204.88,0.00
LINE-0209636-1-EFCD,ORD-0209636-69E7,PROD-00985-4602,1,180.67,0.00
LINE-0209636-2-0F54,ORD-0209636-69E7,PROD-02119-004C,3,217.38,0.00
LINE-0209637-1-675A,ORD-0209637-DAA8,PROD-04785-CC70,4,140.92,0.00
LINE-0209638-1-539B,ORD-0209638-8673,PROD-04722-B918,1,29.69,0.00
LINE-0209638-2-6481,ORD-0209638-8673,PROD-03787-3657,3,99.65,0.00
LINE-0209639-1-1AD9,ORD-0209639-912F,PROD-04467-DF58,4,56.58,0.00
LINE-0209639-2-3EF5,ORD-0209639-912F,PROD-01847-F79D,2,60.72,0.00
LINE-0209640-1-0B9F,ORD-0209640-496B,PROD-04915-63E9,3,106.7,0.00
LINE-0209640-2-7D8E,ORD-0209640-496B,PROD-01270-DCBF,2,177.91,0.00
LINE-0209640-3-F8F8,ORD-0209640-496B,PROD-01693-2F8A,1,26.58,0.00
LINE-0209641-1-15E4,ORD-0209641-8C9A,PROD-03132-E607,4,16.28,0.00
LINE-0209641-2-CE79,ORD-0209641-8C9A,PROD-03184-6B27,3,63.97,0.00
LINE-0209641-3-C630,ORD-0209641-8C9A,PROD-01606-954A,3,229.79,0.00
LINE-0209642-1-AB2C,ORD-0209642-4C74,PROD-01297-B760,3,149.63,0.00
LINE-0209642-2-B7FB,ORD-0209642-4C74,PROD-02720-F55A,3,29.81,0.00
LINE-0209643-1-AD7A,ORD-0209643-F0D6,PROD-02157-D445,2,65.45,0.00
LINE-0209643-2-A5AA,ORD-0209643-F0D6,PROD-04524-0C4B,4,105.65,0.00
LINE-0209643-3-7DD6,ORD-0209643-F0D6,PROD-03614-2692,2,238.6,0.00
LINE-0209644-1-02D4,ORD-0209644-865C,PROD-04548-4EAC,4,100.62,0.00
LINE-0209644-2-0327,ORD-0209644-865C,PROD-00238-32FB,2,53.98,0.00
LINE-0209645-1-BDD3,ORD-0209645-5284,PROD-01003-43AB,4,71.33,0.00
LINE-0209646-1-4CA2,ORD-0209646-1AC6,PROD-03132-E607,3,39.03,0.00
LINE-0209647-1-0C16,ORD-0209647-3C7B,PROD-02389-246A,4,23.16,0.00
LINE-0209647-2-BB31,ORD-0209647-3C7B,PROD-02518-DB89,2,72.28,0.00
LINE-0209648-1-1438,ORD-0209648-431F,PROD-00399-5F78,2,179.65,0.00
LINE-0209648-2-F934,ORD-0209648-431F,PROD-03963-768A,4,134.21,0.00
LINE-0209649-1-2343,ORD-0209649-210F,PROD-04790-9C27,3,37.32,0.00
LINE-0209650-1-817E,ORD-0209650-AFC3,PROD-04467-DF58,1,144.91,0.00
LINE-0209650-2-9689,ORD-0209650-AFC3,PROD-04530-59AE,4,82.37,0.00
LINE-0209650-3-D0A8,ORD-0209650-AFC3,PROD-03153-F847,3,28.94,0.00
LINE-0209651-1-DC8C,ORD-0209651-2DF3,PROD-00027-D89A,4,228.34,0.00
LINE-0209652-1-9D95,ORD-0209652-824D,PROD-00344-45E5,2,71.68,0.00
LINE-0209652-2-4A17,ORD-0209652-824D,PROD-00042-78B2,4,148.76,0.00
LINE-0209653-1-58DD,ORD-0209653-0AC1,PROD-04724-E76A,1,116.04,0.00
LINE-0209653-2-A036,ORD-0209653-0AC1,PROD-03899-88BC,2,176.69,0.00
LINE-0209653-3-2C0F,ORD-0209653-0AC1,PROD-03410-6B0C,2,98.78,0.00
LINE-0209654-1-80D8,ORD-0209654-2EDE,PROD-03761-DD72,2,42.81,0.00
LINE-0209654-2-BCAA,ORD-0209654-2EDE,PROD-03975-BA26,3,135.74,0.00
LINE-0209655-1-7E02,ORD-0209655-903B,PROD-03914-B23B,2,196.23,0.00
LINE-0209655-2-DF5D,ORD-0209655-903B,PROD-00943-DB01,4,43.58,0.00
LINE-0209656-1-3B89,ORD-0209656-2DC3,PROD-01435-B32A,4,46.04,0.00
LINE-0209656-2-10DC,ORD-0209656-2DC3,PROD-01242-95E0,2,19.21,0.00
LINE-0209656-3-D300,ORD-0209656-2DC3,PROD-03509-34F1,3,16.95,0.00
LINE-0209657-1-8F3A,ORD-0209657-E9AC,PROD-03244-DD6B,2,216.84,0.00
LINE-0209657-2-FE04,ORD-0209657-E9AC,PROD-02577-D70C,3,182.7,0.00
LINE-0209658-1-D2C3,ORD-0209658-C5D6,PROD-00030-DE72,3,30.26,0.00
LINE-0209658-2-4928,ORD-0209658-C5D6,PROD-01667-E419,3,89.47,0.00
LINE-0209659-1-CFAB,ORD-0209659-4C1D,PROD-00473-AFFC,1,152.16,0.00
LINE-0209659-2-A451,ORD-0209659-4C1D,PROD-02274-150D,1,180.43,0.00
LINE-0209659-3-DAA0,ORD-0209659-4C1D,PROD-04985-9BD9,4,37.86,0.00
LINE-0209660-1-A402,ORD-0209660-6F0D,PROD-00968-18B7,2,193.53,0.00
LINE-0209661-1-8C7D,ORD-0209661-56A9,PROD-03187-280F,4,116.2,0.00
LINE-0209662-1-3FD3,ORD-0209662-2CF1,PROD-01939-3C69,3,119.21,0.00
LINE-0209662-2-67B1,ORD-0209662-2CF1,PROD-02386-BE37,1,44.69,0.00
LINE-0209663-1-F594,ORD-0209663-A133,PROD-02914-0F18,1,148.6,0.00
LINE-0209664-1-0215,ORD-0209664-197D,PROD-01282-B89C,1,25.56,0.00
LINE-0209664-2-BD2D,ORD-0209664-197D,PROD-00754-7495,1,237.53,0.00
LINE-0209665-1-3657,ORD-0209665-17D4,PROD-01368-DB23,4,87.74,0.00
LINE-0209666-1-B502,ORD-0209666-3957,PROD-00356-2DBC,4,65.59,0.00
LINE-0209666-2-6148,ORD-0209666-3957,PROD-01718-AA0B,1,97.06,0.00
LINE-0209666-3-77E3,ORD-0209666-3957,PROD-02363-4A0D,4,120.46,0.00
LINE-0209667-1-94E9,ORD-0209667-E924,PROD-01495-0E00,4,199.74,0.00
