order_item_id,order_id,product_id,quantity,unit_price,discount_applied
LINE-0501132-3-1CAD,ORD-0501132-B799,PROD-02884-2E1F,3,22.17,0.00
LINE-0501133-1-2374,ORD-0501133-1CA9,PROD-03350-FFCD,1,66.07,0.00
LINE-0501134-1-0A6A,ORD-0501134-ECB9,PROD-03473-AE88,3,221.88,0.00
LINE-0501134-2-690F,ORD-0501134-ECB9,PROD-00510-6FB2,2,165.62,0.00
LINE-0501134-3-D3F8,ORD-0501134-ECB9,PROD-04483-51B0,2,39.18,0.00
LINE-0501135-1-C364,ORD-0501135-6591,PROD-00275-1390,3,151.0,0.00
LINE-0501135-2-2078,ORD-0501135-6591,PROD-02803-BBCC,3,61.76,0.00
LINE-0501135-3-E9CC,ORD-0501135-6591,PROD-03972-9BE3,1,206.72,0.00
LINE-0501136-1-3F2F,ORD-0501136-9873,PROD-02466-375C,3,215.53,0.00
LINE-0501136-2-B76D,ORD-0501136-9873,PROD-00941-9A41,1,142.63,0.00
LINE-0501137-1-A289,ORD-0501137-4FB6,PROD-01176-3EB1,3,204.36,0.00
LINE-0501137-2-444E,ORD-0501137-4FB6,PROD-03654-F29B,3,226.75,0.00
LINE-0501138-1-CA13,ORD-0501138-5158,PROD-04249-526F,2,33.54,0.00
LINE-0501139-1-9F0C,ORD-0501139-04D9,PROD-04106-22E4,1,177.11,0.00
LINE-0501139-2-BFA6,ORD-0501139-04D9,PROD-02156-2711,2,91.82,0.00
LINE-0501139-3-84A4,ORD-0501139-04D9,PROD-01231-8021,3,133.22,0.00
LINE-0501140-1-9410,ORD-0501140-BE85,PROD-04544-20C4,1,104.35,0.00
LINE-0501140-2-54A3,ORD-0501140-BE85,PROD-00321-15D0,2,151.7,0.00
LINE-0501140-3-A025,ORD-0501140-BE85,PROD-01884-4C52,3,52.82,0.00
LINE-0501141-1-8806,ORD-0501141-0419,PROD-04036-5363,4,158.7,0.00
LINE-0501141-2-2848,ORD-0501141-0419,PROD-04878-1483,3,79.41,0.00
LINE-0501142-1-5AAB,ORD-0501142-FC30,PROD-00610-27AE,4,118.6,0.00
LINE-0501142-2-8249,ORD-0501142-FC30,PROD-04629-77D5,1,214.12,0.00
LINE-0501142-3-F994,ORD-0501142-FC30,PROD-01182-3D52,3,79.4,0.00
LINE-0501143-1-C177,ORD-0501143-3CC3,PROD-04151-A610,2,44.42,0.00
LINE-0501143-2-CDD8,ORD-0501143-3CC3,PROD-03361-81CE,1,61.4,0.00
LINE-0501143-3-9A1D,ORD-0501143-3CC3,PROD-04319-2944,2,24.45,0.00
LINE-0501144-1-BF4D,ORD-0501144-DA48,PROD-01330-7C01,2,45.93,0.00
LINE-0501144-2-B992,ORD-0501144-DA48,PROD-04760-403C,1,162.03,0.00
LINE-0501145-1-6F75,ORD-0501145-FF3C,PROD-03986-C1EA,2,106.24,0.00
LINE-0501145-2-DB0D,ORD-0501145-FF3C,PROD-03517-BBBA,4,153.36,0.00
LINE-0501146-1-DAF8,ORD-0501146-9ADC,PROD-01185-E837,3,243.17,0.00
LINE-0501146-2-E1C6,ORD-0501146-9ADC,PROD-03956-E1B5,4,19.72,0.00
LINE-0501147-1-2774,ORD-0501147-15BB,PROD-02728-F2AA,4,169.79,0.00
LINE-0501148-1-3D84,ORD-0501148-5373,PROD-03453-50B0,4,38.77,0.00
LINE-0501149-1-EC3B,ORD-0501149-794A,PROD-00338-2CAE,4,135.36,0.00
LINE-0501149-2-1E04,ORD-0501149-794A,PROD-04482-B232,1,117.99,0.00
LINE-0501149-3-347A,ORD-0501149-794A,PROD-04729-50DE,1,191.83,0.00
LINE-0501150-1-544E,ORD-0501150-E5A1,PROD-04358-E2C1,4,33.22,0.00
LINE-0501150-2-B667,ORD-0501150-E5A1,PROD-01323-C857,2,128.0,0.00
LINE-0501150-3-F693,ORD-0501150-E5A1,PROD-02450-C5D8,3,211.62,0.00
LINE-0501151-1-D9BF,ORD-0501151-6BB9,PROD-00636-2D07,3,247.64,0.00
LINE-0501151-2-A4FF,ORD-0501151-6BB9,PROD-02985-2035,3,87.48,0.00
LINE-0501151-3-9C33,ORD-0501151-6BB9,PROD-01390-2092,1,226.81,0.00
