order_item_id,order_id,product_id,quantity,unit_price,discount_applied
LINE-0178499-1-F90D,ORD-0178499-C06A,PROD-00338-2CAE,4,155.32,0.00
LINE-0178500-1-7D65,ORD-0178500-2453,PROD-03401-553D,4,68.27,0.00
LINE-0178500-2-204C,ORD-0178500-2453,PROD-00239-AD16,1,20.83,0.00
LINE-0178500-3-69BD,ORD-0178500-2453,PROD-00881-0B46,3,94.66,0.00
LINE-0178501-1-0142,ORD-0178501-CDAE,PROD-00820-C374,2,174.78,0.00
LINE-0178502-1-9A4A,ORD-0178502-38CD,PROD-01022-00D0,2,172.01,0.00
LINE-0178503-1-A0D0,ORD-0178503-7C0B,PROD-02738-1929,3,151.75,0.00
LINE-0178503-2-B1A4,ORD-0178503-7C0B,PROD-01183-A5B2,1,231.93,0.00
LINE-0178503-3-7604,ORD-0178503-7C0B,PROD-01279-2D13,1,168.17,0.00
LINE-0178504-1-3C2D,ORD-0178504-9164,PROD-02929-80D5,3,193.06,0.00
LINE-0178504-2-1549,ORD-0178504-9164,PROD-01509-C220,2,139.72,0.00
LINE-0178505-1-5199,ORD-0178505-A591,PROD-01143-96BE,2,166.26,0.00
LINE-0178506-1-9CC4,ORD-0178506-5A46,PROD-01482-A693,4,76.86,0.00
LINE-0178506-2-4CD1,ORD-0178506-5A46,PROD-03930-97AE,2,100.57,0.00
LINE-0178507-1-8AC0,ORD-0178507-1E1B,PROD-03341-93F4,2,175.84,0.00
LINE-0178507-2-5E75,ORD-0178507-1E1B,PROD-00154-589B,1,75.58,0.00
LINE-0178507-3-EE0B,ORD-0178507-1E1B,PROD-04550-BFA5,4,204.37,0.00
LINE-0178508-1-55CA,ORD-0178508-288C,PROD-00528-4FA4,1,77.51,0.00
LINE-0178509-1-DD08,ORD-0178509-18EC,PROD-04903-5780,1,129.35,0.00
LINE-0178509-2-7AA7,ORD-0178509-18EC,PROD-00944-85CF,3,117.98,0.00
LINE-0178510-1-BC03,ORD-0178510-AA61,PROD-00048-AD6D,1,31.32,0.00
LINE-0178510-2-5928,ORD-0178510-AA61,PROD-01850-5468,3,67.17,0.00
LINE-0178510-3-0A09,ORD-0178510-AA61,PROD-04254-E1EC,2,229.04,0.00
LINE-0178511-1-1389,ORD-0178511-6084,PROD-02877-D26E,1,241.42,0.00
LINE-0178512-1-9886,ORD-0178512-B6F9,PROD-00112-F725,1,68.25,0.00
LINE-0178512-2-C143,ORD-0178512-B6F9,PROD-04184-903D,2,177.09,0.00
LINE-0178512-3-FE08,ORD-0178512-B6F9,PROD-03802-6C14,3,167.66,0.00
LINE-0178513-1-3A25,ORD-0178513-0600,PROD-02406-8030,4,141.19,0.00
LINE-0178514-1-DB35,ORD-0178514-72AD,PROD-00806-F6E4,4,67.05,0.00
LINE-0178515-1-6BDC,ORD-0178515-C5C5,PROD-03281-CA28,4,210.17,0.00
LINE-0178516-1-5A72,ORD-0178516-59C6,PROD-02993-4468,4,249.14,0.00
LINE-0178516-2-AF2B,ORD-0178516-59C6,PROD-03717-BACD,2,70.44,0.00
LINE-0178517-1-3EF2,ORD-0178517-DD79,PROD-00525-C3D7,2,109.34,0.00
LINE-0178517-2-C83A,ORD-0178517-DD79,PROD-04462-2DC9,1,163.3,0.00
LINE-0178518-1-3E99,ORD-0178518-9C7D,PROD-03670-5C4E,2,185.83,0.00
LINE-0178518-2-9545,ORD-0178518-9C7D,PROD-00200-4419,2,143.95,0.00
LINE-0178519-1-FC0A,ORD-0178519-5077,PROD-03448-A0CC,4,203.62,0.00
LINE-0178520-1-E423,ORD-0178520-A617,PROD-03630-C75B,2,35.4,0.00
LINE-0178520-2-D9BC,ORD-0178520-A617,PROD-04886-6D55,4,150.88,0.00
LINE-0178520-3-3FA9,ORD-0178520-A617,PROD-00255-0EC8,1,105.34,0.00
LINE-0178521-1-1FAB,ORD-0178521-9699,PROD-04499-289F,2,225.35,0.00
LINE-0178521-2-144B,ORD-0178521-9699,PROD-01002-BCE7,4,153.13,0.00
LINE-0178522-1-FE26,ORD-0178522-EFD2,PROD-03748-626D,2,164.34,0.00
LINE-0178522-2-E75E,ORD-0178522-EFD2,PROD-04513-BF07,3,105.38,0.00
LINE-0178523-1-210A,ORD-0178523-C62D,PROD-03259-AE3E,2,248.34,0.00
LINE-0178524-1-BDFC,ORD-0178524-6DD2,PROD-03098-1858,2,108.47,0.00
LINE-0178524-2-50D7,ORD-0178524-6DD2,PROD-04052-4538,3,174.93,0.00
LINE-0178524-3-6A3D,ORD-0178524-6DD2,PROD-04753-BC59,2,231.43,0.00
LINE-0178525-1-0D80,ORD-0178525-EAE5,PROD-03063-2923,4,66.12,0.00
LINE-0178526-1-5A43,ORD-0178526-CF5A,PROD-01066-7A29,3,123.24,0.00
LINE-0178526-2-BE9D,ORD-0178526-CF5A,PROD-02766-A87A,2,133.55,0.00
LINE-0178527-1-CC77,ORD-0178527-9FB2,PROD-02015-6DCD,3,240.03,0.00
LINE-0178527-2-B2BF,ORD-0178527-9FB2,PROD-02457-51D0,4,143.24,0.00
LINE-0178527-3-64D3,ORD-0178527-9FB2,PROD-00567-F801,1,230.88,0.00
LINE-0178528-1-98AF,ORD-0178528-68A7,PROD-02933-3624,4,78.59,0.00
LINE-0178528-2-64E0,ORD-0178528-68A7,PROD-00196-8237,4,209.3,0.00
LINE-0178529-1-A950,ORD-0178529-44C1,PROD-04638-03E7,4,240.66,0.00
LINE-0178530-1-41EF,ORD-0178530-9434,PROD-01643-68F7,1,168.62,0.00
LINE-0178530-2-9F0C,ORD-0178530-9434,PROD-01299-E77B,2,35.17,0.00
LINE-0178530-3-9081,ORD-0178530-9434,PROD-03106-22E4,1,238.65,0.00
LINE-0178531-1-FDD2,ORD-0178531-5153,PROD-00431-7B44,3,120.22,0.00
LINE-0178532-1-DE38,ORD-0178532-14B4,PROD-03380-E0BF,1,19.29,0.00
LINE-0178532-2-B874,ORD-0178532-14B4,PROD-00162-F725,2,119.86,0.00
LINE-0178532-3-87B1,ORD-0178532-14B4,PROD-03256-AB1C,2,237.79,0.00
LINE-0178533-1-65E8,ORD-0178533-8366,PROD-03411-4E28,2,149.75,0.00
LINE-0178533-2-41BA,ORD-0178533-8366,PROD-03753-39A5,3,130.96,0.00
LINE-0178533-3-5E97,ORD-0178533-8366,PROD-00355-AD16,4,109.95,0.00
LINE-0178534-1-A948,ORD-0178534-86C4,PROD-03016-B353,2,118.04,0.00
LINE-0178535-1-D237,ORD-0178535-D820,PROD-04207-7C84,1,249.94,0.00
LINE-0178536-1-D419,ORD-0178536-5852,PROD-03646-990E,2,167.44,0.00
LINE-0178536-2-9285,ORD-0178536-5852,PROD-01006-8A51,3,23.42,0.00
LINE-0178536-3-13F2,ORD-0178536-5852,PROD-00314-8D6E,2,24.23,0.00
LINE-0178537-1-D6EF,ORD-0178537-D7AF,PROD-04118-65D1,3,25.73,0.00
LINE-0178537-2-7C24,ORD-0178537-D7AF,PROD-04099-BC93,1,194.26,0.00
LINE-0178538-1-474C,ORD-0178538-5019,PROD-02784-35EB,2,37.03,0.00
LINE-0178539-1-F027,ORD-0178539-DEAA,PROD-00425-D2FB,2,79.57,0.00
LINE-0178539-2-FC6B,ORD-0178539-DEAA,PROD-04382-822E,3,173.3,0.00
