order_item_id,order_id,product_id,quantity,unit_price,discount_applied
LINE-0086157-3-96DC,ORD-0086157-91AF,PROD-02104-D525,1,211.34,0.00
LINE-0086158-1-E2E7,ORD-0086158-EEE8,PROD-01448-3D94,1,31.85,0.00
LINE-0086159-1-3931,ORD-0086159-0AC0,PROD-01373-87C5,3,28.16,0.00
LINE-0086160-1-3149,ORD-0086160-1F89,PROD-02779-B36B,3,159.22,0.00
LINE-0086160-2-6653,ORD-0086160-1F89,PROD-00406-F6D1,3,57.03,0.00
LINE-0086160-3-6DB7,ORD-0086160-1F89,PROD-04960-6F46,3,111.36,0.00
LINE-0086161-1-C7BB,ORD-0086161-D774,PROD-00095-3A1B,3,219.3,0.00
LINE-0086162-1-7728,ORD-0086162-E7F8,PROD-01642-E269,2,177.51,0.00
LINE-0086163-1-0606,ORD-0086163-200E,PROD-03615-CB2B,3,194.49,0.00
LINE-0086163-2-2D16,ORD-0086163-200E,PROD-00169-15F1,1,167.71,0.00
LINE-0086164-1-7992,ORD-0086164-4492,PROD-01472-0391,4,135.0,0.00
LINE-0086164-2-CD42,ORD-0086164-4492,PROD-02298-BF0D,3,73.15,0.00
LINE-0086165-1-E4B6,ORD-0086165-F0D1,PROD-02159-F6F1,2,80.38,0.00
LINE-0086165-2-90B2,ORD-0086165-F0D1,PROD-04834-DF56,1,218.14,0.00
LINE-0086165-3-EE21,ORD-0086165-F0D1,PROD-02952-FC84,1,52.32,0.00
LINE-0086166-1-B7CF,ORD-0086166-DC88,PROD-01827-6C9D,3,161.24,0.00
LINE-0086166-2-D993,ORD-0086166-DC88,PROD-03942-C45C,2,169.26,0.00
LINE-0086167-1-2B5E,ORD-0086167-F923,PROD-02592-A607,4,74.92,0.00
LINE-0086168-1-C271,ORD-0086168-A290,PROD-03617-1557,3,198.05,0.00
LINE-0086168-2-13ED,ORD-0086168-A290,PROD-03483-1B07,2,236.96,0.00
LINE-0086168-3-8E30,ORD-0086168-A290,PROD-01356-4E94,2,133.1,0.00
LINE-0086169-1-4BD8,ORD-0086169-7A64,PROD-03108-809D,2,38.48,0.00
LINE-0086169-2-5C40,ORD-0086169-7A64,PROD-03797-2511,2,76.26,0.00
LINE-0086170-1-F523,ORD-0086170-7BA6,PROD-04200-E175,4,193.6,0.00
LINE-0086170-2-AD4E,ORD-0086170-7BA6,PROD-00232-8530,1,168.0,0.00
LINE-0086171-1-AAF0,ORD-0086171-C0C7,PROD-04604-8FC1,3,135.04,0.00
LINE-0086171-2-001D,ORD-0086171-C0C7,PROD-02191-E4B1,1,235.11,0.00
LINE-0086172-1-7BC8,ORD-0086172-7E4B,PROD-00915-450A,3,85.15,0.00
LINE-0086172-2-C299,ORD-0086172-7E4B,PROD-01902-981C,4,152.41,0.00
LINE-0086173-1-B3D4,ORD-0086173-02DF,PROD-03682-4531,3,139.05,0.00
LINE-0086173-2-8C6B,ORD-0086173-02DF,PROD-00409-9373,3,90.96,0.00
LINE-0086174-1-0E53,ORD-0086174-39E8,PROD-04615-7667,1,30.74,0.00
LINE-0086174-2-F6C5,ORD-0086174-39E8,PROD-01278-3A62,1,234.89,0.00
LINE-0086174-3-02E3,ORD-0086174-39E8,PROD-03377-FA73,4,50.66,0.00
LINE-0086175-1-A23F,ORD-0086175-9F10,PROD-01040-CF90,1,17.72,0.00
LINE-0086175-2-9AC0,ORD-0086175-9F10,PROD-01597-5F69,4,190.19,0.00
LINE-0086175-3-1774,ORD-0086175-9F10,PROD-04855-E655,4,163.96,0.00
LINE-0086176-1-D1FA,ORD-0086176-9302,PROD-04428-0AA7,4,245.84,0.00
LINE-0086176-2-D4AF,ORD-0086176-9302,PROD-03521-97E1,3,53.16,0.00
LINE-0086177-1-B774,ORD-0086177-CFE3,PROD-03531-FEB5,3,194.95,0.00
LINE-0086177-2-F6E7,ORD-0086177-CFE3,PROD-04638-03E7,3,94.9,0.00
LINE-0086178-1-9107,ORD-0086178-07E7,PROD-02597-31F8,4,116.34,0.00
LINE-0086178-2-1FAC,ORD-0086178-07E7,PROD-03299-9007,2,247.96,0.00
LINE-0086179-1-9050,ORD-0086179-74F9,PROD-01888-9CEF,4,89.91,0.00
LINE-0086179-2-6051,ORD-0086179-74F9,PROD-01304-3FC1,4,72.56,0.00
LINE-0086179-3-5D9B,ORD-0086179-74F9,PROD-04463-8BE5,1,158.47,0.00
LINE-0086180-1-277A,ORD-0086180-1F55,PROD-00950-31BA,1,205.79,0.00
LINE-0086180-2-C515,ORD-0086180-1F55,PROD-03575-C840,1,136.92,0.00
LINE-0086180-3-0E4C,ORD-0086180-1F55,PROD-02098-BC53,1,190.22,0.00
LINE-0086181-1-3A6A,ORD-0086181-9876,PROD-02650-7B23,2,205.63,0.00
