order_item_id,order_id,product_id,quantity,unit_price,discount_applied
LINE-0073487-2-482E,ORD-0073487-650D,PROD-03281-CA28,4,158.97,0.00
LINE-0073487-3-19F7,ORD-0073487-650D,PROD-03313-9015,1,249.99,0.00
LINE-0073488-1-6943,ORD-0073488-96CC,PROD-01817-96AC,4,53.81,0.00
LINE-0073489-1-F614,ORD-0073489-2CF0,PROD-02033-B3D2,2,69.15,0.00
LINE-0073489-2-1300,ORD-0073489-2CF0,PROD-04935-A463,4,115.62,0.00
LINE-0073490-1-9E54,ORD-0073490-5C3B,PROD-02213-4854,1,54.72,0.00
LINE-0073490-2-4076,ORD-0073490-5C3B,PROD-04525-4041,3,35.82,0.00
LINE-0073491-1-53D7,ORD-0073491-BA2F,PROD-03582-E37A,4,182.86,0.00
LINE-0073491-2-A204,ORD-0073491-BA2F,PROD-04578-F49D,3,18.86,0.00
LINE-0073492-1-CD6B,ORD-0073492-958A,PROD-04285-03A6,4,145.36,0.00
LINE-0073493-1-4BEE,ORD-0073493-4E04,PROD-04013-2EF9,4,103.83,0.00
LINE-0073494-1-CE9D,ORD-0073494-2EA3,PROD-02630-6810,1,154.89,0.00
LINE-0073495-1-2989,ORD-0073495-1781,PROD-04806-B478,2,94.42,0.00
LINE-0073495-2-6A52,ORD-0073495-1781,PROD-01752-F51B,4,120.81,0.00
LINE-0073495-3-1F78,ORD-0073495-1781,PROD-01191-F6D7,4,141.62,0.00
LINE-0073496-1-94EA,ORD-0073496-B840,PROD-02668-52F6,2,46.54,0.00
LINE-0073497-1-0CC2,ORD-0073497-69BF,PROD-02758-9E38,4,101.82,0.00
LINE-0073497-2-C066,ORD-0073497-69BF,PROD-04692-EC2B,3,26.0,0.00
LINE-0073498-1-AB0F,ORD-0073498-B4F7,PROD-04450-ECF8,4,228.45,0.00
LINE-0073499-1-6B34,ORD-0073499-1D6E,PROD-04163-2C29,2,123.9,0.00
LINE-0073500-1-72BB,ORD-0073500-3087,PROD-01293-1C68,4,97.46,0.00
LINE-0073500-2-9215,ORD-0073500-3087,PROD-04184-903D,3,215.24,0.00
LINE-0073501-1-CE03,ORD-0073501-7755,PROD-03072-7B4B,2,208.82,0.00
LINE-0073501-2-8D1D,ORD-0073501-7755,PROD-02621-1502,1,165.04,0.00
LINE-0073502-1-3410,ORD-0073502-E261,PROD-02503-CB46,4,133.12,0.00
LINE-0073502-2-F63B,ORD-0073502-E261,PROD-03884-7A0B,2,191.78,0.00
LINE-0073502-3-0B0B,ORD-0073502-E261,PROD-03984-89A9,4,186.2,0.00
LINE-0073503-1-2E3E,ORD-0073503-FA65,PROD-04856-27F0,4,236.17,0.00
LINE-0073503-2-D05D,ORD-0073503-FA65,PROD-01945-06D9,4,90.21,0.00
LINE-0073503-3-B66A,ORD-0073503-FA65,PROD-03866-AC50,3,84.7,0.00
LINE-0073504-1-B325,ORD-0073504-47A8,PROD-00329-1A1A,3,131.26,0.00
LINE-0073505-1-1602,ORD-0073505-1AAC,PROD-00615-62F4,2,114.86,0.00
LINE-0073505-2-7F13,ORD-0073505-1AAC,PROD-00519-CA54,2,123.86,0.00
LINE-0073506-1-EAC5,ORD-0073506-E6B3,PROD-01612-FAE3,1,158.0,0.00
LINE-0073507-1-DD65,ORD-0073507-AF80,PROD-03363-2B00,4,120.58,0.00
LINE-0073508-1-C4F4,ORD-0073508-9241,PROD-03025-C72C,2,234.0,0.00
LINE-0073509-1-1CBC,ORD-0073509-0903,PROD-04249-526F,2,94.08,0.00
LINE-0073509-2-C564,ORD-0073509-0903,PROD-04812-7F0B,2,219.43,0.00
LINE-0073509-3-9AA2,ORD-0073509-0903,PROD-00910-1545,2,165.69,0.00
LINE-0073510-1-75F2,ORD-0073510-B6D4,PROD-02408-7324,1,145.25,0.00
LINE-0073511-1-FC2D,ORD-0073511-D1B9,PROD-03190-B7A8,4,158.27,0.00
LINE-0073511-2-B953,ORD-0073511-D1B9,PROD-01327-F8D6,2,208.07,0.00
LINE-0073511-3-CA61,ORD-0073511-D1B9,PROD-00561-C520,3,138.82,0.00
LINE-0073512-1-BA34,ORD-0073512-70E5,PROD-02580-C4BD,2,220.31,0.00
