order_item_id,order_id,product_id,quantity,unit_price,discount_applied
LINE-0300383-3-E922,ORD-0300383-A391,PROD-01924-0E79,3,165.14,0.00
LINE-0300384-1-E0EF,ORD-0300384-8358,PROD-04619-434A,4,185.1,0.00
LINE-0300384-2-2536,ORD-0300384-8358,PROD-01577-5FEF,4,206.35,0.00
LINE-0300385-1-FC86,ORD-0300385-ACAC,PROD-02636-6880,3,20.65,0.00
LINE-0300386-1-CE8C,ORD-0300386-6CB7,PROD-00901-9404,2,86.39,0.00
LINE-0300386-2-8906,ORD-0300386-6CB7,PROD-04868-EB7E,1,111.86,0.00
LINE-0300387-1-D528,ORD-0300387-509C,PROD-03501-E394,1,151.37,0.00
LINE-0300387-2-7A91,ORD-0300387-509C,PROD-04062-46A1,3,205.39,0.00
LINE-0300387-3-E0B7,ORD-0300387-509C,PROD-02902-3FC6,2,195.63,0.00
LINE-0300388-1-1125,ORD-0300388-1BD2,PROD-04254-E1EC,3,164.68,0.00
LINE-0300388-2-0808,ORD-0300388-1BD2,PROD-03307-5D05,4,139.8,0.00
LINE-0300389-1-FBCA,ORD-0300389-8E43,PROD-00197-19FF,4,115.87,0.00
LINE-0300389-2-1E3E,ORD-0300389-8E43,PROD-03960-096C,4,72.46,0.00
LINE-0300390-1-90D6,ORD-0300390-1CDB,PROD-00548-DE6D,4,233.13,0.00
LINE-0300390-2-CD05,ORD-0300390-1CDB,PROD-04532-13C4,1,103.53,0.00
LINE-0300390-3-F07D,ORD-0300390-1CDB,PROD-04484-8B5C,3,73.34,0.00
LINE-0300391-1-2E37,ORD-0300391-FEB6,PROD-01975-4FB9,4,147.42,0.00
LINE-0300391-2-ED6F,ORD-0300391-FEB6,PROD-01231-8021,3,127.68,0.00
LINE-0300392-1-927F,ORD-0300392-2043,PROD-01655-E640,2,105.63,0.00
LINE-0300392-2-21E1,ORD-0300392-2043,PROD-01115-65F8,3,93.03,0.00
LINE-0300393-1-01C1,ORD-0300393-FF2C,PROD-02330-7576,1,197.61,0.00
LINE-0300393-2-FCB5,ORD-0300393-FF2C,PROD-00148-EC19,3,196.79,0.00
LINE-0300394-1-DFD1,ORD-0300394-9FD3,PROD-03338-8D13,3,102.72,0.00
LINE-0300394-2-75B8,ORD-0300394-9FD3,PROD-03395-B5F6,2,176.41,0.00
LINE-0300394-3-223B,ORD-0300394-9FD3,PROD-03748-626D,4,54.68,0.00
LINE-0300395-1-0878,ORD-0300395-7BE7,PROD-00731-46F5,2,153.16,0.00
LINE-0300395-2-E4C3,ORD-0300395-7BE7,PROD-02473-69BD,3,229.77,0.00
LINE-0300395-3-6EE4,ORD-0300395-7BE7,PROD-02020-AC1F,1,170.29,0.00
LINE-0300396-1-E8AD,ORD-0300396-C4DE,PROD-01722-A17C,2,229.63,0.00
LINE-0300396-2-A67D,ORD-0300396-C4DE,PROD-00837-817D,2,95.43,0.00
LINE-0300396-3-8083,ORD-0300396-C4DE,PROD-00862-8CC0,2,77.2,0.00
LINE-0300397-1-59C6,ORD-0300397-4C67,PROD-04924-765C,2,142.99,0.00
LINE-0300397-2-6BD2,ORD-0300397-4C67,PROD-03587-5E29,1,151.25,0.00
LINE-0300397-3-EC7B,ORD-0300397-4C67,PROD-04972-9FF1,2,36.73,0.00
LINE-0300398-1-4B87,ORD-0300398-567C,PROD-00122-74C6,3,47.45,0.00
LINE-0300399-1-22E4,ORD-0300399-BD74,PROD-01588-FFF0,2,112.03,0.00
LINE-0300399-2-5BAF,ORD-0300399-BD74,PROD-01776-3376,3,54.84,0.00
LINE-0300399-3-8F02,ORD-0300399-BD74,PROD-02953-1B61,2,46.76,0.00
LINE-0300400-1-E1DA,ORD-0300400-2CE0,PROD-00810-1D91,2,157.49,0.00
LINE-0300400-2-236B,ORD-0300400-2CE0,PROD-00014-8FB8,2,134.03,0.00
LINE-0300401-1-14C5,ORD-0300401-EAFB,PROD-00543-B879,2,147.1,0.00
LINE-0300401-2-5A74,ORD-0300401-EAFB,PROD-03532-64F7,3,71.13,0.00
LINE-0300402-1-ED96,ORD-0300402-C539,PROD-03206-CBC1,2,22.3,0.00
LINE-0300402-2-9E2A,ORD-0300402-C539,PROD-00866-8B51,2,44.51,0.00
LINE-0300403-1-8D18,ORD-0300403-0290,PROD-03372-D407,2,66.62,0.00
LINE-0300403-2-2504,ORD-0300403-0290,PROD-03088-E04C,2,208.61,0.00
LINE-0300403-3-8726,ORD-0300403-0290,PROD-00301-9BA3,1,56.21,0.00
LINE-0300404-1-F02C,ORD-0300404-AE50,PROD-04018-5853,4,150.73,0.00
LINE-0300404-2-F07A,ORD-0300404-AE50,PROD-04472-F589,1,122.12,0.00
LINE-0300404-3-5B6E,ORD-0300404-AE50,PROD-03935-7D32,2,213.06,0.00
LINE-0300405-1-9E7E,ORD-0300405-F656,PROD-03849-66B3,1,37.52,0.00
LINE-0300406-1-31DC,ORD-0300406-5ED7,PROD-01010-E6DA,3,100.47,0.00
LINE-0300406-2-AF54,ORD-0300406-5ED7,PROD-00618-10BD,4,240.62,0.00
LINE-0300407-1-5210,ORD-0300407-6F5B,PROD-01345-EAE1,1,153.26,0.00
LINE-0300407-2-D4A1,ORD-0300407-6F5B,PROD-02051-658C,3,45.3,0.00
LINE-0300407-3-AB4A,ORD-0300407-6F5B,PROD-01276-9896,2,137.19,0.00
LINE-0300408-1-2DC7,ORD-0300408-A2F4,PROD-04608-360F,1,189.06,0.00
LINE-0300409-1-9BDE,ORD-0300409-261A,PROD-02898-0543,2,161.5,0.00
LINE-0300409-2-20F0,ORD-0300409-261A,PROD-00418-4992,4,150.27,0.00
LINE-0300410-1-02D8,ORD-0300410-AE45,PROD-01521-39B5,4,144.54,0.00
LINE-0300410-2-D57A,ORD-0300410-AE45,PROD-00187-0D1A,2,71.02,0.00
LINE-0300410-3-4D31,ORD-0300410-AE45,PROD-00352-DF08,2,133.9,0.00
LINE-0300411-1-34DA,ORD-0300411-CF91,PROD-03043-164B,2,158.69,0.00
LINE-0300411-2-A1CC,ORD-0300411-CF91,PROD-03183-3BF4,2,44.19,0.00
LINE-0300412-1-2553,ORD-0300412-B495,PROD-03858-A139,2,142.47,0.00
LINE-0300413-1-F647,ORD-0300413-9CCC,PROD-02904-7F91,1,43.9,0.00
LINE-0300413-2-98B1,ORD-0300413-9CCC,PROD-04805-9F76,4,136.09,0.00
LINE-0300413-3-B52D,ORD-0300413-9CCC,PROD-01330-7C01,4,99.97,0.00
