order_item_id,order_id,product_id,quantity,unit_price,discount_applied
LINE-0996897-1-539F,ORD-0996897-26C1,PROD-04379-6DAD,3,174.73,0.00
LINE-0996898-1-BB68,ORD-0996898-10D6,PROD-02087-786D,2,129.31,0.00
LINE-0996898-2-432E,ORD-0996898-10D6,PROD-02724-29E6,1,160.18,0.00
LINE-0996898-3-D027,ORD-0996898-10D6,PROD-00239-AD16,2,29.16,0.00
LINE-0996899-1-5BC2,ORD-0996899-88C5,PROD-03746-96C1,2,179.76,0.00
LINE-0996899-2-E0A6,ORD-0996899-88C5,PROD-00275-1390,2,36.19,0.00
LINE-0996899-3-7AD2,ORD-0996899-88C5,PROD-03498-7C84,3,156.21,0.00
LINE-0996900-1-67AB,ORD-0996900-4D94,PROD-01712-69AD,1,30.76,0.00
LINE-0996901-1-ECA4,ORD-0996901-C712,PROD-02058-9982,1,87.86,0.00
LINE-0996901-2-BEA0,ORD-0996901-C712,PROD-01685-FBB9,2,143.49,0.00
LINE-0996902-1-1D25,ORD-0996902-413E,PROD-02989-040F,2,47.1,0.00
LINE-0996903-1-1455,ORD-0996903-0A2D,PROD-00536-0ACF,3,147.62,0.00
LINE-0996903-2-414E,ORD-0996903-0A2D,PROD-00485-0193,1,100.89,0.00
LINE-0996904-1-2EED,ORD-0996904-D3D7,PROD-02926-85DC,4,228.36,0.00
LINE-0996904-2-85F7,ORD-0996904-D3D7,PROD-04333-AAD2,1,83.21,0.00
LINE-0996905-1-6601,ORD-0996905-DAA8,PROD-04849-A02E,2,207.32,0.00
LINE-0996905-2-E96A,ORD-0996905-DAA8,PROD-04140-DA7F,1,144.57,0.00
LINE-0996906-1-1656,ORD-0996906-AE17,PROD-00413-BE41,1,111.31,0.00
LINE-0996906-2-F39C,ORD-0996906-AE17,PROD-03662-9BE8,3,111.32,0.00
LINE-0996906-3-A810,ORD-0996906-AE17,PROD-04825-316E,1,184.39,0.00
LINE-0996907-1-7A17,ORD-0996907-73BB,PROD-01535-6B50,3,175.51,0.00
LINE-0996907-2-F841,ORD-0996907-73BB,PROD-03331-ADB8,3,152.31,0.00
LINE-0996908-1-E35C,ORD-0996908-9167,PROD-00487-EE5E,4,225.88,0.00
LINE-0996908-2-2286,ORD-0996908-9167,PROD-01167-DE9A,1,88.63,0.00
LINE-0996909-1-29AF,ORD-0996909-21CB,PROD-03775-C033,3,19.12,0.00
LINE-0996910-1-3947,ORD-0996910-D110,PROD-01399-5B93,2,170.18,0.00
LINE-0996910-2-B3A4,ORD-0996910-D110,PROD-00104-6F7D,4,146.07,0.00
LINE-0996910-3-25D6,ORD-0996910-D110,PROD-01917-7716,3,218.85,0.00
LINE-0996911-1-10E0,ORD-0996911-D6C1,PROD-03234-5A22,1,204.82,0.00
LINE-0996911-2-64B0,ORD-0996911-D6C1,PROD-03962-F5C2,3,70.71,0.00
LINE-0996911-3-A825,ORD-0996911-D6C1,PROD-02550-F571,1,27.36,0.00
LINE-0996912-1-AF3C,ORD-0996912-AFF3,PROD-01589-1367,3,227.58,0.00
LINE-0996912-2-2827,ORD-0996912-AFF3,PROD-01378-4DF1,3,73.25,0.00
LINE-0996913-1-C24D,ORD-0996913-1EC2,PROD-02575-2FBA,1,140.84,0.00
LINE-0996914-1-3A48,ORD-0996914-23B9,PROD-04473-F6E8,4,101.48,0.00
LINE-0996915-1-AC08,ORD-0996915-8A8A,PROD-03824-1AD9,2,83.98,0.00
LINE-0996915-2-3566,ORD-0996915-8A8A,PROD-02412-CE6A,3,88.56,0.00
LINE-0996916-1-0BDF,ORD-0996916-DE2C,PROD-04322-CD0C,4,236.49,0.00
LINE-0996916-2-32F7,ORD-0996916-DE2C,PROD-01559-FAB6,4,112.15,0.00
LINE-0996917-1-A64C,ORD-0996917-5D68,PROD-03947-7E30,1,136.93,0.00
LINE-0996917-2-78FB,ORD-0996917-5D68,PROD-00679-7BEA,2,216.13,0.00
LINE-0996918-1-249C,ORD-0996918-62BD,PROD-02494-E696,4,79.12,0.00
LINE-0996918-2-0D8A,ORD-0996918-62BD,PROD-02925-0AA9,3,136.3,0.00
LINE-0996918-3-0C46,ORD-0996918-62BD,PROD-03474-F590,4,80.45,0.00
LINE-0996919-1-AF65,ORD-0996919-3EA1,PROD-03627-F5C5,3,170.64,0.00
LINE-0996920-1-6AEB,ORD-0996920-DA73,PROD-03963-768A,2,123.12,0.00
LINE-0996920-2-A0A3,ORD-0996920-DA73,PROD-04873-8D96,3,89.27,0.00
LINE-0996920-3-A082,ORD-0996920-DA73,PROD-04531-EE8E,1,146.97,0.00
LINE-0996921-1-91A3,ORD-0996921-EFE0,PROD-02774-6BA7,1,67.21,0.00
LINE-0996921-2-55C8,ORD-0996921-EFE0,PROD-02151-C05E,2,234.26,0.00
LINE-0996921-3-C300,ORD-0996921-EFE0,PROD-00796-7B00,1,224.55,0.00
LINE-0996922-1-E9E6,ORD-0996922-62CA,PROD-00586-D873,4,91.66,0.00
LINE-0996922-2-EA76,ORD-0996922-62CA,PROD-01695-AC5E,2,160.64,0.00
LINE-0996922-3-63A8,ORD-0996922-62CA,PROD-01016-38D6,4,197.51,0.00
LINE-0996923-1-B01B,ORD-0996923-E16E,PROD-03576-17B0,2,64.57,0.00
LINE-0996923-2-E9C6,ORD-0996923-E16E,PROD-04543-613C,4,237.48,0.00
LINE-0996923-3-83D4,ORD-0996923-E16E,PROD-00716-68EB,1,124.25,0.00
LINE-0996924-1-7383,ORD-0996924-572C,PROD-00066-8285,1,64.44,0.00
LINE-0996924-2-09BC,ORD-0996924-572C,PROD-03278-6577,2,214.9,0.00
LINE-0996925-1-F40A,ORD-0996925-1492,PROD-04378-CEE7,4,236.85,0.00
