order_item_id,order_id,product_id,quantity,unit_price,discount_applied
LINE-0952166-1-968F,ORD-0952166-683D,PROD-04399-94AA,4,173.59,0.00
LINE-0952167-1-EB53,ORD-0952167-0086,PROD-02620-1B76,1,161.91,0.00
LINE-0952167-2-92E4,ORD-0952167-0086,PROD-04041-CC4C,4,210.89,0.00
LINE-0952167-3-3BC1,ORD-0952167-0086,PROD-00008-134D,4,88.36,0.00
LINE-0952168-1-128B,ORD-0952168-A16F,PROD-04525-4041,1,207.07,0.00
LINE-0952169-1-00B9,ORD-0952169-67C3,PROD-03506-A7D1,4,86.4,0.00
LINE-0952170-1-E7E4,ORD-0952170-650E,PROD-00524-D4AE,2,102.15,0.00
LINE-0952170-2-8AF3,ORD-0952170-650E,PROD-00650-38D8,1,236.77,0.00
LINE-0952171-1-89D7,ORD-0952171-57D1,PROD-04490-81FF,4,214.16,0.00
LINE-0952172-1-A867,ORD-0952172-4E2B,PROD-03891-35C1,4,90.05,0.00
LINE-0952172-2-C941,ORD-0952172-4E2B,PROD-01039-36B9,4,75.45,0.00
LINE-0952173-1-2AE7,ORD-0952173-A394,PROD-04122-EEEC,3,43.09,0.00
LINE-0952173-2-A6ED,ORD-0952173-A394,PROD-02304-073A,3,125.31,0.00
LINE-0952173-3-42F0,ORD-0952173-A394,PROD-03082-C062,4,192.5,0.00
LINE-0952174-1-9BA4,ORD-0952174-DE89,PROD-02126-7135,2,25.9,0.00
LINE-0952175-1-9C4B,ORD-0952175-D3DF,PROD-00737-CDAD,3,85.24,0.00
LINE-0952176-1-28CF,ORD-0952176-3518,PROD-01445-8F2C,1,17.57,0.00
LINE-0952176-2-04DC,ORD-0952176-3518,PROD-01259-ED46,2,197.63,0.00
LINE-0952176-3-2527,ORD-0952176-3518,PROD-00400-5EB3,2,39.37,0.00
LINE-0952177-1-DEAF,ORD-0952177-9FAB,PROD-00823-8B25,2,218.74,0.00
LINE-0952177-2-1B7B,ORD-0952177-9FAB,PROD-01547-B9BE,3,77.98,0.00
LINE-0952178-1-39A6,ORD-0952178-ADAA,PROD-03015-A228,4,44.19,0.00
LINE-0952178-2-8DCD,ORD-0952178-ADAA,PROD-00296-C939,3,103.75,0.00
LINE-0952179-1-4D37,ORD-0952179-1FF1,PROD-04541-86C9,1,238.98,0.00
LINE-0952179-2-C230,ORD-0952179-1FF1,PROD-04741-0DC6,1,114.99,0.00
LINE-0952179-3-C085,ORD-0952179-1FF1,PROD-03131-36CA,2,120.77,0.00
LINE-0952180-1-3AE1,ORD-0952180-7DEF,PROD-04177-3B76,3,86.01,0.00
LINE-0952180-2-50F5,ORD-0952180-7DEF,PROD-02381-7A5A,1,217.89,0.00
LINE-0952180-3-21F0,ORD-0952180-7DEF,PROD-01389-A816,4,198.33,0.00
LINE-0952181-1-8D84,ORD-0952181-1201,PROD-02132-4AC0,1,17.23,0.00
LINE-0952181-2-A7A2,ORD-0952181-1201,PROD-04248-59D6,4,62.77,0.00
LINE-0952181-3-F9C4,ORD-0952181-1201,PROD-01307-B94D,1,244.74,0.00
LINE-0952182-1-ECA5,ORD-0952182-078D,PROD-01851-A196,1,181.29,0.00
LINE-0952183-1-EE15,ORD-0952183-118E,PROD-03656-9A02,1,196.89,0.00
LINE-0952183-2-0BDF,ORD-0952183-118E,PROD-00342-0A7F,1,40.28,0.00
LINE-0952183-3-41B2,ORD-0952183-118E,PROD-00723-5AB3,3,181.68,0.00
LINE-0952184-1-D333,ORD-0952184-F99D,PROD-01544-8F0E,3,36.56,0.00
LINE-0952184-2-CF63,ORD-0952184-F99D,PROD-01282-B89C,1,67.25,0.00
LINE-0952185-1-486D,ORD-0952185-2074,PROD-01378-4DF1,2,228.33,0.00
LINE-0952186-1-85F0,ORD-0952186-7D40,PROD-01788-C0F2,1,201.04,0.00
LINE-0952187-1-2174,ORD-0952187-7900,PROD-01228-AFAE,2,54.63,0.00
LINE-0952187-2-6407,ORD-0952187-7900,PROD-03830-FCA5,1,67.93,0.00
LINE-0952188-1-B11F,ORD-0952188-9265,PROD-04164-E294,3,90.89,0.00
LINE-0952189-1-5F6B,ORD-0952189-63AD,PROD-01485-CCA3,4,93.26,0.00
LINE-0952189-2-3B88,ORD-0952189-63AD,PROD-02059-DEA8,2,122.56,0.00
LINE-0952190-1-603D,ORD-0952190-07A1,PROD-04333-AAD2,3,228.35,0.00
LINE-0952190-2-DA1F,ORD-0952190-07A1,PROD-04695-D816,1,182.52,0.00
LINE-0952191-1-7A1F,ORD-0952191-0CE8,PROD-01800-412B,1,235.76,0.00
LINE-0952191-2-D06D,ORD-0952191-0CE8,PROD-03669-1E05,3,243.8,0.00
LINE-0952191-3-1308,ORD-0952191-0CE8,PROD-01035-54F1,2,103.64,0.00
LINE-0952192-1-7C72,ORD-0952192-7854,PROD-03502-1848,1,24.88,0.00
LINE-0952192-2-9CA6,ORD-0952192-7854,PROD-03743-267E,2,208.5,0.00
LINE-0952193-1-0397,ORD-0952193-0C77,PROD-01885-A9B3,1,21.64,0.00
LINE-0952193-2-77AC,ORD-0952193-0C77,PROD-04802-1BE9,2,112.11,0.00
LINE-0952193-3-B654,ORD-0952193-0C77,PROD-01715-F007,3,68.45,0.00
LINE-0952194-1-F306,ORD-0952194-9046,PROD-01427-A43D,2,66.86,0.00
LINE-0952195-1-8ED5,ORD-0952195-9FDF,PROD-01017-FEC3,2,131.39,0.00
LINE-0952195-2-FB34,ORD-0952195-9FDF,PROD-04292-9767,1,68.74,0.00
LINE-0952196-1-59F0,ORD-0952196-0424,PROD-03379-5B8F,2,172.8,0.00
LINE-0952197-1-FCC5,ORD-0952197-4F60,PROD-02352-DFEC,1,232.71,0.00
LINE-0952197-2-C241,ORD-0952197-4F60,PROD-01029-97AA,2,130.15,0.00
LINE-0952198-1-D59C,ORD-0952198-003B,PROD-02388-262C,4,158.53,0.00
LINE-0952198-2-80B0,ORD-0952198-003B,PROD-01390-2092,1,87.5,0.00
LINE-0952199-1-E6A3,ORD-0952199-4B94,PROD-02173-AD8E,3,189.0,0.00
LINE-0952200-1-3F92,ORD-0952200-BD8B,PROD-02986-EB12,3,125.19,0.00
LINE-0952201-1-915E,ORD-0952201-0217,PROD-01103-095D,4,49.96,0.00
LINE-0952202-1-C48C,ORD-0952202-491A,PROD-02175-D910,2,179.55,0.00
LINE-0952202-2-D4B4,ORD-0952202-491A,PROD-04467-DF58,3,107.36,0.00
LINE-0952202-3-F0C1,ORD-0952202-491A,PROD-00020-AF11,3,235.47,0.00
LINE-0952203-1-C8F2,ORD-0952203-943F,PROD-02860-695D,2,65.8,0.00
LINE-0952203-2-C0C7,ORD-0952203-943F,PROD-00453-F1C8,2,150.77,0.00
LINE-0952204-1-9788,ORD-0952204-6999,PROD-04459-A4D7,1,211.3,0.00
LINE-0952205-1-1FF9,ORD-0952205-31E3,PROD-01783-74A4,4,167.29,0.00
