order_item_id,order_id,product_id,quantity,unit_price,discount_applied
LINE-0621234-1-3C85,ORD-0621234-0F71,PROD-03241-0258,3,165.43,0.00
LINE-0621235-1-A208,ORD-0621235-BD09,PROD-03050-CA9F,2,42.5,0.00
LINE-0621236-1-291B,ORD-0621236-AFEF,PROD-00613-3C86,4,20.03,0.00
LINE-0621236-2-0416,ORD-0621236-AFEF,PROD-01159-ADE5,3,46.77,0.00
LINE-0621237-1-582D,ORD-0621237-A53F,PROD-03799-BC3B,3,58.9,0.00
LINE-0621237-2-C305,ORD-0621237-A53F,PROD-02625-4702,4,107.94,0.00
LINE-0621237-3-3B4E,ORD-0621237-A53F,PROD-01604-6607,1,134.95,0.00
LINE-0621238-1-4573,ORD-0621238-E2A6,PROD-02240-95FE,4,235.37,0.00
LINE-0621238-2-E349,ORD-0621238-E2A6,PROD-01579-0C77,1,35.42,0.00
LINE-0621238-3-E117,ORD-0621238-E2A6,PROD-02996-F782,3,137.22,0.00
LINE-0621239-1-1B85,ORD-0621239-9A58,PROD-00041-F0C8,2,136.7,0.00
LINE-0621239-2-B3D5,ORD-0621239-9A58,PROD-00491-2483,3,45.82,0.00
LINE-0621239-3-2246,ORD-0621239-9A58,PROD-02618-2E8D,3,220.48,0.00
LINE-0621240-1-B400,ORD-0621240-63DF,PROD-03749-E676,2,180.88,0.00
LINE-0621240-2-9A42,ORD-0621240-63DF,PROD-03513-8DE3,2,191.31,0.00
LINE-0621240-3-9DD8,ORD-0621240-63DF,PROD-01970-4318,1,176.61,0.00
LINE-0621241-1-D947,ORD-0621241-17E7,PROD-03555-6FD7,2,96.39,0.00
LINE-0621242-1-50C9,ORD-0621242-F942,PROD-01864-359B,2,35.8,0.00
LINE-0621243-1-4493,ORD-0621243-C1D9,PROD-04135-1676,4,153.19,0.00
LINE-0621243-2-53AF,ORD-0621243-C1D9,PROD-02885-236D,3,30.62,0.00
LINE-0621243-3-DD29,ORD-0621243-C1D9,PROD-02879-1EA2,2,241.51,0.00
LINE-0621244-1-DF13,ORD-0621244-B3E4,PROD-02362-8665,3,207.42,0.00
LINE-0621244-2-E80D,ORD-0621244-B3E4,PROD-00001-9DAD,1,119.99,0.00
LINE-0621244-3-15AF,ORD-0621244-B3E4,PROD-00316-BD29,2,141.42,0.00
